Origin Station,Origin Station Number,Origin Latitude,Origin Longitude,Origin Constituency,Origin District,Destination Station,Destination Station Number,Destination Latitude,Destination Longitude,Destination Constituency,Destination District,Total Travel Time (mins),Total Distance (km),Fare (HKD),No. of Stations,Full Route
AsiaWorld-Expo,56,22.321713,113.942717,Islands,Islands,Long Ping,117,22.447692,114.025324,Yuen Long Town Centre,Yuen Long,52,49.897499946444285,65.0,10,AsiaWorld-Expo -> Airport -> Tsing Yi -> Lai King -> Nam Cheong -> Mei Foo -> Tsuen Wan West -> Kam Sheung Road -> Yuen Long -> Long Ping
AsiaWorld-Expo,56,22.321713,113.942717,Islands,Islands,Tin Shui Wai,118,22.447663,114.004011,Tin Shui Wai South and Ping Ha,Yuen Long,55,52.18336736569167,65.0,11,AsiaWorld-Expo -> Airport -> Tsing Yi -> Lai King -> Nam Cheong -> Mei Foo -> Tsuen Wan West -> Kam Sheung Road -> Yuen Long -> Long Ping -> Tin Shui Wai
AsiaWorld-Expo,56,22.321713,113.942717,Islands,Islands,Siu Hong,119,22.411857,113.978954,Tuen Mun North,Tuen Mun,60,57.180397675706566,65.0,12,AsiaWorld-Expo -> Airport -> Tsing Yi -> Lai King -> Nam Cheong -> Mei Foo -> Tsuen Wan West -> Kam Sheung Road -> Yuen Long -> Long Ping -> Tin Shui Wai -> Siu Hong
AsiaWorld-Expo,56,22.321713,113.942717,Islands,Islands,Tuen Mun,120,22.394235,113.97338,Tuen Mun East,Tuen Mun,62,59.118151765076,65.0,13,AsiaWorld-Expo -> Airport -> Tsing Yi -> Lai King -> Nam Cheong -> Mei Foo -> Tsuen Wan West -> Kam Sheung Road -> Yuen Long -> Long Ping -> Tin Shui Wai -> Siu Hong -> Tuen Mun
AsiaWorld-Expo,56,22.321713,113.942717,Islands,Islands,Tung Chung,43,22.289523,113.941559,Islands,Islands,38,42.787830120086554,65.0,5,AsiaWorld-Expo -> Airport -> Tsing Yi -> Sunny Bay -> Tung Chung
AsiaWorld-Expo,56,22.321713,113.942717,Islands,Islands,Lai King,21,22.34819,114.126191,Kwai Chung West,Kwai Tsing,28,25.7403629097928,65.0,4,AsiaWorld-Expo -> Airport -> Tsing Yi -> Lai King
AsiaWorld-Expo,56,22.321713,113.942717,Islands,Islands,Olympic,41,22.318359,114.159987,Yau Tsim Mong North,Yau Tsim Mong,33,33.8177498982283,100.0,5,AsiaWorld-Expo -> Airport -> Tsing Yi -> Kowloon -> Olympic
AsiaWorld-Expo,56,22.321713,113.942717,Islands,Islands,Po Lam,52,22.322602,114.257973,Tseung Kwan O North,Sai Kung,68,49.59170509805493,110.0,18,AsiaWorld-Expo -> Airport -> Tsing Yi -> Kowloon -> Hong Kong -> Central -> Admiralty -> Wan Chai -> Causeway Bay -> Tin Hau -> Fortress Hill -> North Point -> Quarry Bay -> Yau Tong -> Tiu Keng Leng -> Tseung Kwan O -> Hang Hau -> Po Lam
AsiaWorld-Expo,56,22.321713,113.942717,Islands,Islands,Hang Hau,51,22.315808,114.264497,Tseung Kwan O North,Sai Kung,67,48.523296292025464,110.0,17,AsiaWorld-Expo -> Airport -> Tsing Yi -> Kowloon -> Hong Kong -> Central -> Admiralty -> Wan Chai -> Causeway Bay -> Tin Hau -> Fortress Hill -> North Point -> Quarry Bay -> Yau Tong -> Tiu Keng Leng -> Tseung Kwan O -> Hang Hau
AsiaWorld-Expo,56,22.321713,113.942717,Islands,Islands,Tseung Kwan O,50,22.307709,114.26013,Tseung Kwan O South,Sai Kung,64,47.31733455629295,110.0,16,AsiaWorld-Expo -> Airport -> Tsing Yi -> Kowloon -> Hong Kong -> Central -> Admiralty -> Wan Chai -> Causeway Bay -> Tin Hau -> Fortress Hill -> North Point -> Quarry Bay -> Yau Tong -> Tiu Keng Leng -> Tseung Kwan O
AsiaWorld-Expo,56,22.321713,113.942717,Islands,Islands,LOHAS Park,57,22.295251,114.270387,Sai Kung and Hang Hau,Sai Kung,70,47.31733455629295,110.0,17,AsiaWorld-Expo -> Airport -> Tsing Yi -> Kowloon -> Hong Kong -> Central -> Admiralty -> Wan Chai -> Causeway Bay -> Tin Hau -> Fortress Hill -> North Point -> Quarry Bay -> Yau Tong -> Tiu Keng Leng -> Tseung Kwan O -> LOHAS Park
AsiaWorld-Expo,56,22.321713,113.942717,Islands,Islands,Tsuen Wan,25,22.373621,114.117286,Tsuen Wan Northwest,Tsuen Wan,39,29.737528790729993,65.0,8,AsiaWorld-Expo -> Airport -> Tsing Yi -> Lai King -> Kwai Fong -> Kwai Hing -> Tai Wo Hau -> Tsuen Wan
AsiaWorld-Expo,56,22.321713,113.942717,Islands,Islands,Tai Wo Hau,24,22.370972,114.125488,Tsuen Wan Southeast,Tsuen Wan,37,28.905550373090946,65.0,7,AsiaWorld-Expo -> Airport -> Tsing Yi -> Lai King -> Kwai Fong -> Kwai Hing -> Tai Wo Hau
AsiaWorld-Expo,56,22.321713,113.942717,Islands,Islands,Kwai Hing,23,22.363243,114.131078,Kwai Chung West,Kwai Tsing,35,27.618475685730626,65.0,6,AsiaWorld-Expo -> Airport -> Tsing Yi -> Lai King -> Kwai Fong -> Kwai Hing
AsiaWorld-Expo,56,22.321713,113.942717,Islands,Islands,Kwai Fong,22,22.356754,114.127468,Kwai Chung East,Kwai Tsing,33,26.836323700704067,65.0,5,AsiaWorld-Expo -> Airport -> Tsing Yi -> Lai King -> Kwai Fong
AsiaWorld-Expo,56,22.321713,113.942717,Islands,Islands,Lai Chi Kok,19,22.337225,114.148362,Sham Shui Po West,Sham Shui Po,34,28.48046829336276,65.0,6,AsiaWorld-Expo -> Airport -> Tsing Yi -> Lai King -> Mei Foo -> Lai Chi Kok
AsiaWorld-Expo,56,22.321713,113.942717,Islands,Islands,Cheung Sha Wan,18,22.335707,114.15709,Sham Shui Po West,Sham Shui Po,36,29.4719191025444,65.0,7,AsiaWorld-Expo -> Airport -> Tsing Yi -> Lai King -> Mei Foo -> Lai Chi Kok -> Cheung Sha Wan
AsiaWorld-Expo,56,22.321713,113.942717,Islands,Islands,Sham Shui Po,17,22.330735,114.162315,Sham Shui Po East,Sham Shui Po,38,30.31518309787716,65.0,8,AsiaWorld-Expo -> Airport -> Tsing Yi -> Lai King -> Mei Foo -> Lai Chi Kok -> Cheung Sha Wan -> Sham Shui Po
AsiaWorld-Expo,56,22.321713,113.942717,Islands,Islands,Jordan,4,22.304651,114.171633,Yau Tsim Mong South,Yau Tsim Mong,46,33.42548919976787,65.0,12,AsiaWorld-Expo -> Airport -> Tsing Yi -> Lai King -> Mei Foo -> Lai Chi Kok -> Cheung Sha Wan -> Sham Shui Po -> Prince Edward -> Mong Kok -> Yau Ma Tei -> Jordan
AsiaWorld-Expo,56,22.321713,113.942717,Islands,Islands,Tsim Sha Tsui,3,22.297048,114.173688,Yau Tsim Mong South,Yau Tsim Mong,45,37.84845117149524,110.0,8,AsiaWorld-Expo -> Airport -> Tsing Yi -> Kowloon -> Hong Kong -> Central -> Admiralty -> Tsim Sha Tsui
AsiaWorld-Expo,56,22.321713,113.942717,Islands,Islands,Ocean Park,86,22.248669,114.174556,Southern District Southeast,Southern,50,39.40999604852683,110.0,8,AsiaWorld-Expo -> Airport -> Tsing Yi -> Kowloon -> Hong Kong -> Central -> Admiralty -> Ocean Park
AsiaWorld-Expo,56,22.321713,113.942717,Islands,Islands,Wong Chuk Hang,87,22.248018,114.167896,Southern District Southeast,Southern,51,40.090528041059905,110.0,9,AsiaWorld-Expo -> Airport -> Tsing Yi -> Kowloon -> Hong Kong -> Central -> Admiralty -> Ocean Park -> Wong Chuk Hang
AsiaWorld-Expo,56,22.321713,113.942717,Islands,Islands,Lei Tung,88,22.241898,114.156172,Southern District Southeast,Southern,54,41.5325830462254,110.0,10,AsiaWorld-Expo -> Airport -> Tsing Yi -> Kowloon -> Hong Kong -> Central -> Admiralty -> Ocean Park -> Wong Chuk Hang -> Lei Tung
AsiaWorld-Expo,56,22.321713,113.942717,Islands,Islands,South Horizons,89,22.24275,114.148912,Southern District Southeast,Southern,56,42.42361347481458,110.0,11,AsiaWorld-Expo -> Airport -> Tsing Yi -> Kowloon -> Hong Kong -> Central -> Admiralty -> Ocean Park -> Wong Chuk Hang -> Lei Tung -> South Horizons
Airport,47,22.316453,113.936495,Islands,Islands,AsiaWorld-Expo,56,22.321713,113.942717,Islands,Islands,2,1.136603109692529,5.5,2,Airport -> AsiaWorld-Expo
Airport,47,22.316453,113.936495,Islands,Islands,Tsing Yi,46,22.358743,114.107738,Tsing Yi,Kwai Tsing,14,22.337747986922476,65.0,2,Airport -> Tsing Yi
Airport,47,22.316453,113.936495,Islands,Islands,Kowloon,45,22.304403,114.161569,Yau Tsim Mong South,Yau Tsim Mong,22,31.190594134229052,100.0,3,Airport -> Tsing Yi -> Kowloon
Airport,47,22.316453,113.936495,Islands,Islands,Hong Kong,44,22.284753,114.158142,Central,Central and Western,24,33.77238566009989,110.0,4,Airport -> Tsing Yi -> Kowloon -> Hong Kong
Airport,47,22.316453,113.936495,Islands,Islands,Sunny Bay,54,22.331886,114.028907,Tsuen Wan Northwest,Tsuen Wan,28,31.15977035995668,65.0,3,Airport -> Tsing Yi -> Sunny Bay
Airport,47,22.316453,113.936495,Islands,Islands,Disneyland Resort,55,22.315103,114.044636,Tsuen Wan Northwest,Tsuen Wan,35,34.23161132297943,65.0,4,Airport -> Tsing Yi -> Sunny Bay -> Disneyland Resort
Airport,47,22.316453,113.936495,Islands,Islands,Lo Wu,76,22.528285,114.113992,Robin’s Nest,North,78,57.82536069225768,65.0,19,Airport -> Tsing Yi -> Lai King -> Mei Foo -> Lai Chi Kok -> Cheung Sha Wan -> Sham Shui Po -> Prince Edward -> Shek Kip Mei -> Kowloon Tong -> Tai Wai -> Sha Tin -> Fo Tan -> University -> Tai Po Market -> Tai Wo -> Fanling -> Sheung Shui -> Lo Wu
Airport,47,22.316453,113.936495,Islands,Islands,Sheung Shui,75,22.501357,114.12805,Robin’s Nest,North,74,57.82536069225768,65.0,18,Airport -> Tsing Yi -> Lai King -> Mei Foo -> Lai Chi Kok -> Cheung Sha Wan -> Sham Shui Po -> Prince Edward -> Shek Kip Mei -> Kowloon Tong -> Tai Wai -> Sha Tin -> Fo Tan -> University -> Tai Po Market -> Tai Wo -> Fanling -> Sheung Shui
Airport,47,22.316453,113.936495,Islands,Islands,Fanling,74,22.49195,114.13883,Wu Tip Shan,North,72,56.3407401925596,65.0,17,Airport -> Tsing Yi -> Lai King -> Mei Foo -> Lai Chi Kok -> Cheung Sha Wan -> Sham Shui Po -> Prince Edward -> Shek Kip Mei -> Kowloon Tong -> Tai Wai -> Sha Tin -> Fo Tan -> University -> Tai Po Market -> Tai Wo -> Fanling
Airport,47,22.316453,113.936495,Islands,Islands,Tai Wo,73,22.451089,114.161591,Tai Po South,Tai Po,67,50.17960853765316,65.0,16,Airport -> Tsing Yi -> Lai King -> Mei Foo -> Lai Chi Kok -> Cheung Sha Wan -> Sham Shui Po -> Prince Edward -> Shek Kip Mei -> Kowloon Tong -> Tai Wai -> Sha Tin -> Fo Tan -> University -> Tai Po Market -> Tai Wo
Airport,47,22.316453,113.936495,Islands,Islands,Tai Po Market,72,22.444009,114.170195,Tai Po South,Tai Po,65,48.91414137111543,65.0,15,Airport -> Tsing Yi -> Lai King -> Mei Foo -> Lai Chi Kok -> Cheung Sha Wan -> Sham Shui Po -> Prince Edward -> Shek Kip Mei -> Kowloon Tong -> Tai Wai -> Sha Tin -> Fo Tan -> University -> Tai Po Market
Airport,47,22.316453,113.936495,Islands,Islands,University,71,22.413821,114.209425,Sha Tin West,Sha Tin,59,42.57541575320639,65.0,14,Airport -> Tsing Yi -> Lai King -> Mei Foo -> Lai Chi Kok -> Cheung Sha Wan -> Sham Shui Po -> Prince Edward -> Shek Kip Mei -> Kowloon Tong -> Tai Wai -> Sha Tin -> Fo Tan -> University
Airport,47,22.316453,113.936495,Islands,Islands,Fo Tan,69,22.395133,114.198069,Sha Tin West,Sha Tin,56,39.99940042172381,65.0,13,Airport -> Tsing Yi -> Lai King -> Mei Foo -> Lai Chi Kok -> Cheung Sha Wan -> Sham Shui Po -> Prince Edward -> Shek Kip Mei -> Kowloon Tong -> Tai Wai -> Sha Tin -> Fo Tan
Airport,47,22.316453,113.936495,Islands,Islands,Sha Tin,68,22.382212,114.187909,Sha Tin West,Sha Tin,54,38.20734928769693,65.0,12,Airport -> Tsing Yi -> Lai King -> Mei Foo -> Lai Chi Kok -> Cheung Sha Wan -> Sham Shui Po -> Prince Edward -> Shek Kip Mei -> Kowloon Tong -> Tai Wai -> Sha Tin
Airport,47,22.316453,113.936495,Islands,Islands,Tai Wai,67,22.372862,114.177802,Sha Tin South,Sha Tin,51,36.77362492985848,65.0,11,Airport -> Tsing Yi -> Lai King -> Mei Foo -> Lai Chi Kok -> Cheung Sha Wan -> Sham Shui Po -> Prince Edward -> Shek Kip Mei -> Kowloon Tong -> Tai Wai
Airport,47,22.316453,113.936495,Islands,Islands,Kowloon Tong,8,22.336818,114.175469,Sham Shui Po East,Sham Shui Po,42,32.353907388458786,65.0,10,Airport -> Tsing Yi -> Lai King -> Mei Foo -> Lai Chi Kok -> Cheung Sha Wan -> Sham Shui Po -> Prince Edward -> Shek Kip Mei -> Kowloon Tong
Airport,47,22.316453,113.936495,Islands,Islands,Mong Kok East,65,22.322195,114.171885,Yau Tsim Mong North,Yau Tsim Mong,47,36.57889533783728,65.0,8,Airport -> Tsing Yi -> Lai King -> Nam Cheong -> Austin -> East Tsim Sha Tsui -> Hung Hom -> Mong Kok East
Airport,47,22.316453,113.936495,Islands,Islands,Hung Hom,64,22.302517,114.181091,Yau Tsim Mong South,Yau Tsim Mong,41,34.16758526079782,65.0,7,Airport -> Tsing Yi -> Lai King -> Nam Cheong -> Austin -> East Tsim Sha Tsui -> Hung Hom
Airport,47,22.316453,113.936495,Islands,Islands,Exhibition Centre,94,22.281667,114.175278,Wan Chai,Wan Chai,43,35.549847529887,110.0,7,Airport -> Tsing Yi -> Kowloon -> Hong Kong -> Central -> Admiralty -> Exhibition Centre
Airport,47,22.316453,113.936495,Islands,Islands,Admiralty,2,22.278752,114.164826,Central,Central and Western,37,34.3918045872048,110.0,6,Airport -> Tsing Yi -> Kowloon -> Hong Kong -> Central -> Admiralty
Airport,47,22.316453,113.936495,Islands,Islands,Lok Ma Chau,78,22.515966,114.069736,Yuen Long Rural East,Yuen Long,84,65.19973225140238,65.0,19,Airport -> Tsing Yi -> Lai King -> Mei Foo -> Lai Chi Kok -> Cheung Sha Wan -> Sham Shui Po -> Prince Edward -> Shek Kip Mei -> Kowloon Tong -> Tai Wai -> Sha Tin -> Fo Tan -> University -> Tai Po Market -> Tai Wo -> Fanling -> Sheung Shui -> Lok Ma Chau
Airport,47,22.316453,113.936495,Islands,Islands,Chai Wan,37,22.264415,114.237278,Chai Wan,Eastern,59,45.01897217362015,110.0,17,Airport -> Tsing Yi -> Kowloon -> Hong Kong -> Central -> Admiralty -> Wan Chai -> Causeway Bay -> Tin Hau -> Fortress Hill -> North Point -> Quarry Bay -> Tai Koo -> Sai Wan Ho -> Shau Kei Wan -> Heng Fa Chuen -> Chai Wan
Airport,47,22.316453,113.936495,Islands,Islands,Heng Fa Chuen,36,22.276995,114.24011,Chai Wan,Eastern,56,43.534813175945544,110.0,16,Airport -> Tsing Yi -> Kowloon -> Hong Kong -> Central -> Admiralty -> Wan Chai -> Causeway Bay -> Tin Hau -> Fortress Hill -> North Point -> Quarry Bay -> Tai Koo -> Sai Wan Ho -> Shau Kei Wan -> Heng Fa Chuen
Airport,47,22.316453,113.936495,Islands,Islands,Shau Kei Wan,35,22.279516,114.229107,Hong Wan,Eastern,54,42.23029839045184,110.0,15,Airport -> Tsing Yi -> Kowloon -> Hong Kong -> Central -> Admiralty -> Wan Chai -> Causeway Bay -> Tin Hau -> Fortress Hill -> North Point -> Quarry Bay -> Tai Koo -> Sai Wan Ho -> Shau Kei Wan
Airport,47,22.316453,113.936495,Islands,Islands,Sai Wan Ho,34,22.282112,114.222075,Hong Wan,Eastern,52,41.5074958801685,110.0,14,Airport -> Tsing Yi -> Kowloon -> Hong Kong -> Central -> Admiralty -> Wan Chai -> Causeway Bay -> Tin Hau -> Fortress Hill -> North Point -> Quarry Bay -> Tai Koo -> Sai Wan Ho
Airport,47,22.316453,113.936495,Islands,Islands,Tai Koo,33,22.285448,114.215949,Hong Wan,Eastern,51,40.753970864999616,110.0,13,Airport -> Tsing Yi -> Kowloon -> Hong Kong -> Central -> Admiralty -> Wan Chai -> Causeway Bay -> Tin Hau -> Fortress Hill -> North Point -> Quarry Bay -> Tai Koo
Airport,47,22.316453,113.936495,Islands,Islands,Quarry Bay,32,22.289583,114.208235,Tai Pak,Eastern,49,39.81669673499704,110.0,12,Airport -> Tsing Yi -> Kowloon -> Hong Kong -> Central -> Admiralty -> Wan Chai -> Causeway Bay -> Tin Hau -> Fortress Hill -> North Point -> Quarry Bay
Airport,47,22.316453,113.936495,Islands,Islands,North Point,31,22.291469,114.200488,Tai Pak,Eastern,47,38.876300815471474,110.0,11,Airport -> Tsing Yi -> Kowloon -> Hong Kong -> Central -> Admiralty -> Wan Chai -> Causeway Bay -> Tin Hau -> Fortress Hill -> North Point
Airport,47,22.316453,113.936495,Islands,Islands,Fortress Hill,30,22.288411,114.193708,Tai Pak,Eastern,45,37.95461427613804,110.0,10,Airport -> Tsing Yi -> Kowloon -> Hong Kong -> Central -> Admiralty -> Wan Chai -> Causeway Bay -> Tin Hau -> Fortress Hill
Airport,47,22.316453,113.936495,Islands,Islands,Tin Hau,29,22.282663,114.191777,Wan Chai,Wan Chai,43,37.332890657268194,110.0,9,Airport -> Tsing Yi -> Kowloon -> Hong Kong -> Central -> Admiralty -> Wan Chai -> Causeway Bay -> Tin Hau
Airport,47,22.316453,113.936495,Islands,Islands,Causeway Bay,28,22.2797,114.183429,Wan Chai,Wan Chai,41,36.45158724674376,110.0,8,Airport -> Tsing Yi -> Kowloon -> Hong Kong -> Central -> Admiralty -> Wan Chai -> Causeway Bay
Airport,47,22.316453,113.936495,Islands,Islands,Wan Chai,27,22.277441,114.172207,Wan Chai,Wan Chai,39,35.269388044941806,110.0,7,Airport -> Tsing Yi -> Kowloon -> Hong Kong -> Central -> Admiralty -> Wan Chai
Airport,47,22.316453,113.936495,Islands,Islands,Central,1,22.283041,114.158753,Central,Central and Western,34,33.77238566009989,110.0,5,Airport -> Tsing Yi -> Kowloon -> Hong Kong -> Central
Airport,47,22.316453,113.936495,Islands,Islands,Sheung Wan,26,22.286863,114.152831,Central,Central and Western,37,34.5934202449653,110.0,6,Airport -> Tsing Yi -> Kowloon -> Hong Kong -> Central -> Sheung Wan
Airport,47,22.316453,113.936495,Islands,Islands,Sai Ying Pun,81,22.285652,114.142704,Western,Central and Western,39,35.670802663690054,110.0,7,Airport -> Tsing Yi -> Kowloon -> Hong Kong -> Central -> Sheung Wan -> Sai Ying Pun
Airport,47,22.316453,113.936495,Islands,Islands,HKU,82,22.283665,114.135716,Central,Central and Western,40,36.488864636349035,110.0,8,Airport -> Tsing Yi -> Kowloon -> Hong Kong -> Central -> Sheung Wan -> Sai Ying Pun -> HKU
Airport,47,22.316453,113.936495,Islands,Islands,Kennedy Town,83,22.281119,114.128817,Western,Central and Western,42,37.30620813919042,110.0,9,Airport -> Tsing Yi -> Kowloon -> Hong Kong -> Central -> Sheung Wan -> Sai Ying Pun -> HKU -> Kennedy Town
Airport,47,22.316453,113.936495,Islands,Islands,Tiu Keng Leng,49,22.304225,114.252389,Tseung Kwan O South,Sai Kung,58,45.302104341828596,110.0,14,Airport -> Tsing Yi -> Kowloon -> Hong Kong -> Central -> Admiralty -> Wan Chai -> Causeway Bay -> Tin Hau -> Fortress Hill -> North Point -> Quarry Bay -> Yau Tong -> Tiu Keng Leng
Airport,47,22.316453,113.936495,Islands,Islands,Yau Tong,48,22.29809,114.237063,Kwun Tong Southeast,Kwun Tong,55,43.154304407536365,110.0,13,Airport -> Tsing Yi -> Kowloon -> Hong Kong -> Central -> Admiralty -> Wan Chai -> Causeway Bay -> Tin Hau -> Fortress Hill -> North Point -> Quarry Bay -> Yau Tong
Airport,47,22.316453,113.936495,Islands,Islands,Lam Tin,38,22.307158,114.233168,Kwun Tong Central,Kwun Tong,58,40.370943928927986,65.0,18,Airport -> Tsing Yi -> Lai King -> Mei Foo -> Lai Chi Kok -> Cheung Sha Wan -> Sham Shui Po -> Prince Edward -> Shek Kip Mei -> Kowloon Tong -> Lok Fu -> Wong Tai Sin -> Diamond Hill -> Choi Hung -> Kowloon Bay -> Ngau Tau Kok -> Kwun Tong -> Lam Tin
Airport,47,22.316453,113.936495,Islands,Islands,Kwun Tong,15,22.312319,114.22657,Kwun Tong Central,Kwun Tong,56,39.47069824205221,65.0,17,Airport -> Tsing Yi -> Lai King -> Mei Foo -> Lai Chi Kok -> Cheung Sha Wan -> Sham Shui Po -> Prince Edward -> Shek Kip Mei -> Kowloon Tong -> Lok Fu -> Wong Tai Sin -> Diamond Hill -> Choi Hung -> Kowloon Bay -> Ngau Tau Kok -> Kwun Tong
Airport,47,22.316453,113.936495,Islands,Islands,Ngau Tau Kok,14,22.315669,114.218819,Kwun Tong Central,Kwun Tong,55,38.62519469807118,65.0,16,Airport -> Tsing Yi -> Lai King -> Mei Foo -> Lai Chi Kok -> Cheung Sha Wan -> Sham Shui Po -> Prince Edward -> Shek Kip Mei -> Kowloon Tong -> Lok Fu -> Wong Tai Sin -> Diamond Hill -> Choi Hung -> Kowloon Bay -> Ngau Tau Kok
Airport,47,22.316453,113.936495,Islands,Islands,Kowloon Bay,13,22.323267,114.214248,Kwun Tong West,Kwun Tong,52,37.47166179624217,65.0,15,Airport -> Tsing Yi -> Lai King -> Mei Foo -> Lai Chi Kok -> Cheung Sha Wan -> Sham Shui Po -> Prince Edward -> Shek Kip Mei -> Kowloon Tong -> Lok Fu -> Wong Tai Sin -> Diamond Hill -> Choi Hung -> Kowloon Bay
Airport,47,22.316453,113.936495,Islands,Islands,Choi Hung,12,22.334898,114.208546,Wong Tai Sin East,Wong Tai Sin,50,36.06981775169441,65.0,14,Airport -> Tsing Yi -> Lai King -> Mei Foo -> Lai Chi Kok -> Cheung Sha Wan -> Sham Shui Po -> Prince Edward -> Shek Kip Mei -> Kowloon Tong -> Lok Fu -> Wong Tai Sin -> Diamond Hill -> Choi Hung
Airport,47,22.316453,113.936495,Islands,Islands,Diamond Hill,11,22.340167,114.200483,Wong Tai Sin East,Wong Tai Sin,48,35.053297557113986,65.0,13,Airport -> Tsing Yi -> Lai King -> Mei Foo -> Lai Chi Kok -> Cheung Sha Wan -> Sham Shui Po -> Prince Edward -> Shek Kip Mei -> Kowloon Tong -> Lok Fu -> Wong Tai Sin -> Diamond Hill
Airport,47,22.316453,113.936495,Islands,Islands,Wong Tai Sin,10,22.341651,114.192597,Wong Tai Sin East,Wong Tai Sin,46,34.25897608126559,65.0,12,Airport -> Tsing Yi -> Lai King -> Mei Foo -> Lai Chi Kok -> Cheung Sha Wan -> Sham Shui Po -> Prince Edward -> Shek Kip Mei -> Kowloon Tong -> Lok Fu -> Wong Tai Sin
Airport,47,22.316453,113.936495,Islands,Islands,Lok Fu,9,22.338009,114.187697,Wong Tai Sin West,Wong Tai Sin,44,33.41348600480099,65.0,11,Airport -> Tsing Yi -> Lai King -> Mei Foo -> Lai Chi Kok -> Cheung Sha Wan -> Sham Shui Po -> Prince Edward -> Shek Kip Mei -> Kowloon Tong -> Lok Fu
Airport,47,22.316453,113.936495,Islands,Islands,Shek Kip Mei,7,22.331998,114.169571,Sham Shui Po East,Sham Shui Po,40,31.054080105107598,65.0,9,Airport -> Tsing Yi -> Lai King -> Mei Foo -> Lai Chi Kok -> Cheung Sha Wan -> Sham Shui Po -> Prince Edward -> Shek Kip Mei
Airport,47,22.316453,113.936495,Islands,Islands,Prince Edward,16,22.324433,114.168334,Yau Tsim Mong North,Yau Tsim Mong,36,30.173148978877126,65.0,8,Airport -> Tsing Yi -> Lai King -> Mei Foo -> Lai Chi Kok -> Cheung Sha Wan -> Sham Shui Po -> Prince Edward
Airport,47,22.316453,113.936495,Islands,Islands,Mong Kok,6,22.319336,114.169246,Yau Tsim Mong North,Yau Tsim Mong,38,30.702780323358517,65.0,9,Airport -> Tsing Yi -> Lai King -> Mei Foo -> Lai Chi Kok -> Cheung Sha Wan -> Sham Shui Po -> Prince Edward -> Mong Kok
Airport,47,22.316453,113.936495,Islands,Islands,Yau Ma Tei,5,22.31282,114.170963,Yau Tsim Mong South,Yau Tsim Mong,40,31.40126535316497,65.0,10,Airport -> Tsing Yi -> Lai King -> Mei Foo -> Lai Chi Kok -> Cheung Sha Wan -> Sham Shui Po -> Prince Edward -> Mong Kok -> Yau Ma Tei
Airport,47,22.316453,113.936495,Islands,Islands,Ho Man Tin,84,22.309521,114.182839,Kowloon City South,Kowloon City,43,34.96028781356462,65.0,8,Airport -> Tsing Yi -> Lai King -> Nam Cheong -> Austin -> East Tsim Sha Tsui -> Hung Hom -> Ho Man Tin
Airport,47,22.316453,113.936495,Islands,Islands,Whampoa,85,22.305079,114.189438,Kowloon City South,Kowloon City,47,34.09496417354417,65.0,12,Airport -> Tsing Yi -> Lai King -> Mei Foo -> Lai Chi Kok -> Cheung Sha Wan -> Sham Shui Po -> Prince Edward -> Mong Kok -> Yau Ma Tei -> Ho Man Tin -> Whampoa
Airport,47,22.316453,113.936495,Islands,Islands,Wu Kai Sha,103,22.429473,114.243664,Sha Tin North,Sha Tin,73,46.8564904445962,65.0,19,Airport -> Tsing Yi -> Lai King -> Mei Foo -> Lai Chi Kok -> Cheung Sha Wan -> Sham Shui Po -> Prince Edward -> Shek Kip Mei -> Kowloon Tong -> Tai Wai -> Che Kung Temple -> Sha Tin Wai -> City One -> Shek Mun -> Tai Shui Hang -> Heng On -> Ma On Shan -> Wu Kai Sha
Airport,47,22.316453,113.936495,Islands,Islands,Ma On Shan,102,22.424894,114.231924,Sha Tin North,Sha Tin,71,45.49833805995608,65.0,18,Airport -> Tsing Yi -> Lai King -> Mei Foo -> Lai Chi Kok -> Cheung Sha Wan -> Sham Shui Po -> Prince Edward -> Shek Kip Mei -> Kowloon Tong -> Tai Wai -> Che Kung Temple -> Sha Tin Wai -> City One -> Shek Mun -> Tai Shui Hang -> Heng On -> Ma On Shan
Airport,47,22.316453,113.936495,Islands,Islands,Heng On,101,22.418204,114.225857,Sha Tin North,Sha Tin,69,44.39376138259455,65.0,17,Airport -> Tsing Yi -> Lai King -> Mei Foo -> Lai Chi Kok -> Cheung Sha Wan -> Sham Shui Po -> Prince Edward -> Shek Kip Mei -> Kowloon Tong -> Tai Wai -> Che Kung Temple -> Sha Tin Wai -> City One -> Shek Mun -> Tai Shui Hang -> Heng On
