Origin Station,Origin Station Number,Origin Latitude,Origin Longitude,Origin Constituency,Origin District,Destination Station,Destination Station Number,Destination Latitude,Destination Longitude,Destination Constituency,Destination District,Total Travel Time (mins),Total Distance (km),Fare (HKD),No. of Stations,Full Route
Prince Edward,16,22.324433,114.168334,Yau Tsim Mong North,Yau Tsim Mong,Sai Ying Pun,81,22.285652,114.142704,Western,Central and Western,21,7.9376405547016375,13.2,9,Prince Edward -> Mong Kok -> Yau Ma Tei -> Jordan -> Tsim Sha Tsui -> Admiralty -> Central -> Sheung Wan -> Sai Ying Pun
Prince Edward,16,22.324433,114.168334,Yau Tsim Mong North,Yau Tsim Mong,HKU,82,22.283665,114.135716,Central,Central and Western,23,8.755702527360619,13.2,10,Prince Edward -> Mong Kok -> Yau Ma Tei -> Jordan -> Tsim Sha Tsui -> Admiralty -> Central -> Sheung Wan -> Sai Ying Pun -> HKU
Prince Edward,16,22.324433,114.168334,Yau Tsim Mong North,Yau Tsim Mong,Kennedy Town,83,22.281119,114.128817,Western,Central and Western,24,9.573046030201997,13.2,11,Prince Edward -> Mong Kok -> Yau Ma Tei -> Jordan -> Tsim Sha Tsui -> Admiralty -> Central -> Sheung Wan -> Sai Ying Pun -> HKU -> Kennedy Town
Prince Edward,16,22.324433,114.168334,Yau Tsim Mong North,Yau Tsim Mong,Tiu Keng Leng,49,22.304225,114.252389,Tseung Kwan O South,Sai Kung,27,13.44258223172246,11.0,13,Prince Edward -> Shek Kip Mei -> Kowloon Tong -> Lok Fu -> Wong Tai Sin -> Diamond Hill -> Choi Hung -> Kowloon Bay -> Ngau Tau Kok -> Kwun Tong -> Lam Tin -> Yau Tong -> Tiu Keng Leng
Prince Edward,16,22.324433,114.168334,Yau Tsim Mong North,Yau Tsim Mong,Yau Tong,48,22.29809,114.237063,Kwun Tong Southeast,Kwun Tong,24,11.294782297430233,9.2,12,Prince Edward -> Shek Kip Mei -> Kowloon Tong -> Lok Fu -> Wong Tai Sin -> Diamond Hill -> Choi Hung -> Kowloon Bay -> Ngau Tau Kok -> Kwun Tong -> Lam Tin -> Yau Tong
Prince Edward,16,22.324433,114.168334,Yau Tsim Mong North,Yau Tsim Mong,Lam Tin,38,22.307158,114.233168,Kwun Tong Central,Kwun Tong,22,10.197794950050856,9.2,11,Prince Edward -> Shek Kip Mei -> Kowloon Tong -> Lok Fu -> Wong Tai Sin -> Diamond Hill -> Choi Hung -> Kowloon Bay -> Ngau Tau Kok -> Kwun Tong -> Lam Tin
Prince Edward,16,22.324433,114.168334,Yau Tsim Mong North,Yau Tsim Mong,Kwun Tong,15,22.312319,114.22657,Kwun Tong Central,Kwun Tong,20,9.297549263175078,9.2,10,Prince Edward -> Shek Kip Mei -> Kowloon Tong -> Lok Fu -> Wong Tai Sin -> Diamond Hill -> Choi Hung -> Kowloon Bay -> Ngau Tau Kok -> Kwun Tong
Prince Edward,16,22.324433,114.168334,Yau Tsim Mong North,Yau Tsim Mong,Ngau Tau Kok,14,22.315669,114.218819,Kwun Tong Central,Kwun Tong,18,8.452045719194052,9.2,9,Prince Edward -> Shek Kip Mei -> Kowloon Tong -> Lok Fu -> Wong Tai Sin -> Diamond Hill -> Choi Hung -> Kowloon Bay -> Ngau Tau Kok
Prince Edward,16,22.324433,114.168334,Yau Tsim Mong North,Yau Tsim Mong,Kowloon Bay,13,22.323267,114.214248,Kwun Tong West,Kwun Tong,16,7.298512817365032,9.2,8,Prince Edward -> Shek Kip Mei -> Kowloon Tong -> Lok Fu -> Wong Tai Sin -> Diamond Hill -> Choi Hung -> Kowloon Bay
Prince Edward,16,22.324433,114.168334,Yau Tsim Mong North,Yau Tsim Mong,Choi Hung,12,22.334898,114.208546,Wong Tai Sin East,Wong Tai Sin,13,5.896668772817273,7.4,7,Prince Edward -> Shek Kip Mei -> Kowloon Tong -> Lok Fu -> Wong Tai Sin -> Diamond Hill -> Choi Hung
Prince Edward,16,22.324433,114.168334,Yau Tsim Mong North,Yau Tsim Mong,Diamond Hill,11,22.340167,114.200483,Wong Tai Sin East,Wong Tai Sin,11,4.880148578236852,7.4,6,Prince Edward -> Shek Kip Mei -> Kowloon Tong -> Lok Fu -> Wong Tai Sin -> Diamond Hill
Prince Edward,16,22.324433,114.168334,Yau Tsim Mong North,Yau Tsim Mong,Wong Tai Sin,10,22.341651,114.192597,Wong Tai Sin East,Wong Tai Sin,10,4.085827102388455,5.9,5,Prince Edward -> Shek Kip Mei -> Kowloon Tong -> Lok Fu -> Wong Tai Sin
Prince Edward,16,22.324433,114.168334,Yau Tsim Mong North,Yau Tsim Mong,Lok Fu,9,22.338009,114.187697,Wong Tai Sin West,Wong Tai Sin,8,3.240337025923859,5.9,4,Prince Edward -> Shek Kip Mei -> Kowloon Tong -> Lok Fu
Prince Edward,16,22.324433,114.168334,Yau Tsim Mong North,Yau Tsim Mong,Shek Kip Mei,7,22.331998,114.169571,Sham Shui Po East,Sham Shui Po,3,0.8809311262304707,4.9,2,Prince Edward -> Shek Kip Mei
Prince Edward,16,22.324433,114.168334,Yau Tsim Mong North,Yau Tsim Mong,Mong Kok,6,22.319336,114.169246,Yau Tsim Mong North,Yau Tsim Mong,3,0.5296313444813908,4.9,2,Prince Edward -> Mong Kok
Prince Edward,16,22.324433,114.168334,Yau Tsim Mong North,Yau Tsim Mong,Yau Ma Tei,5,22.31282,114.170963,Yau Tsim Mong South,Yau Tsim Mong,5,1.2281163742878425,4.9,3,Prince Edward -> Mong Kok -> Yau Ma Tei
Prince Edward,16,22.324433,114.168334,Yau Tsim Mong North,Yau Tsim Mong,Ho Man Tin,84,22.309521,114.182839,Kowloon City South,Kowloon City,7,3.0503798199211207,5.9,4,Prince Edward -> Mong Kok -> Yau Ma Tei -> Ho Man Tin
Prince Edward,16,22.324433,114.168334,Yau Tsim Mong North,Yau Tsim Mong,Whampoa,85,22.305079,114.189438,Kowloon City South,Kowloon City,10,3.921815194667043,5.9,5,Prince Edward -> Mong Kok -> Yau Ma Tei -> Ho Man Tin -> Whampoa
Prince Edward,16,22.324433,114.168334,Yau Tsim Mong North,Yau Tsim Mong,Wu Kai Sha,103,22.429473,114.243664,Sha Tin North,Sha Tin,37,16.683341465719078,10.7,12,Prince Edward -> Shek Kip Mei -> Kowloon Tong -> Tai Wai -> Che Kung Temple -> Sha Tin Wai -> City One -> Shek Mun -> Tai Shui Hang -> Heng On -> Ma On Shan -> Wu Kai Sha
Prince Edward,16,22.324433,114.168334,Yau Tsim Mong North,Yau Tsim Mong,Ma On Shan,102,22.424894,114.231924,Sha Tin North,Sha Tin,34,15.325189081078966,10.7,11,Prince Edward -> Shek Kip Mei -> Kowloon Tong -> Tai Wai -> Che Kung Temple -> Sha Tin Wai -> City One -> Shek Mun -> Tai Shui Hang -> Heng On -> Ma On Shan
Prince Edward,16,22.324433,114.168334,Yau Tsim Mong North,Yau Tsim Mong,Heng On,101,22.418204,114.225857,Sha Tin North,Sha Tin,32,14.220612403717427,10.7,10,Prince Edward -> Shek Kip Mei -> Kowloon Tong -> Tai Wai -> Che Kung Temple -> Sha Tin Wai -> City One -> Shek Mun -> Tai Shui Hang -> Heng On
Prince Edward,16,22.324433,114.168334,Yau Tsim Mong North,Yau Tsim Mong,Tai Shui Hang,100,22.408445,114.222614,Sha Tin East,Sha Tin,30,13.147117160436277,10.7,9,Prince Edward -> Shek Kip Mei -> Kowloon Tong -> Tai Wai -> Che Kung Temple -> Sha Tin Wai -> City One -> Shek Mun -> Tai Shui Hang
Prince Edward,16,22.324433,114.168334,Yau Tsim Mong North,Yau Tsim Mong,Shek Mun,99,22.387678,114.208653,Sha Tin East,Sha Tin,27,10.2480872976601,8.7,8,Prince Edward -> Shek Kip Mei -> Kowloon Tong -> Tai Wai -> Che Kung Temple -> Sha Tin Wai -> City One -> Shek Mun
Prince Edward,16,22.324433,114.168334,Yau Tsim Mong North,Yau Tsim Mong,City One,98,22.382877,114.203353,Sha Tin East,Sha Tin,25,9.527488959039369,8.7,7,Prince Edward -> Shek Kip Mei -> Kowloon Tong -> Tai Wai -> Che Kung Temple -> Sha Tin Wai -> City One
Prince Edward,16,22.324433,114.168334,Yau Tsim Mong North,Yau Tsim Mong,Sha Tin Wai,97,22.377073,114.194856,Sha Tin East,Sha Tin,23,8.392275969119463,8.7,6,Prince Edward -> Shek Kip Mei -> Kowloon Tong -> Tai Wai -> Che Kung Temple -> Sha Tin Wai
Prince Edward,16,22.324433,114.168334,Yau Tsim Mong North,Yau Tsim Mong,Che Kung Temple,96,22.374846,114.186262,Sha Tin South,Sha Tin,21,7.428330588444049,8.7,5,Prince Edward -> Shek Kip Mei -> Kowloon Tong -> Tai Wai -> Che Kung Temple
Prince Edward,16,22.324433,114.168334,Yau Tsim Mong North,Yau Tsim Mong,Hin Keng,90,22.363972,114.170774,Sha Tin South,Sha Tin,21,9.293015601496847,8.6,7,Prince Edward -> Shek Kip Mei -> Kowloon Tong -> Lok Fu -> Wong Tai Sin -> Diamond Hill -> Hin Keng
Prince Edward,16,22.324433,114.168334,Yau Tsim Mong North,Yau Tsim Mong,Kai Tak,91,22.330498,114.199368,Kowloon City North,Kowloon City,17,6.183812190218123,5.9,7,Prince Edward -> Mong Kok -> Yau Ma Tei -> Ho Man Tin -> To Kwa Wan -> Sung Wong Toi -> Kai Tak
Prince Edward,16,22.324433,114.168334,Yau Tsim Mong North,Yau Tsim Mong,Sung Wong Toi,92,22.32595,114.191175,Kowloon City North,Kowloon City,15,5.244192115363292,5.9,6,Prince Edward -> Mong Kok -> Yau Ma Tei -> Ho Man Tin -> To Kwa Wan -> Sung Wong Toi
Prince Edward,16,22.324433,114.168334,Yau Tsim Mong North,Yau Tsim Mong,To Kwa Wan,93,22.317174,114.187573,Kowloon City North,Kowloon City,13,4.1114901841722515,5.9,5,Prince Edward -> Mong Kok -> Yau Ma Tei -> Ho Man Tin -> To Kwa Wan
Prince Edward,16,22.324433,114.168334,Yau Tsim Mong North,Yau Tsim Mong,East Tsim Sha Tsui,80,22.296482,114.173505,Yau Tsim Mong South,Yau Tsim Mong,15,5.046529111791425,5.9,6,Prince Edward -> Mong Kok -> Yau Ma Tei -> Ho Man Tin -> Hung Hom -> East Tsim Sha Tsui
Prince Edward,16,22.324433,114.168334,Yau Tsim Mong North,Yau Tsim Mong,Austin,111,22.303331,114.16886,Yau Tsim Mong South,Yau Tsim Mong,18,6.65391409246225,5.9,7,Prince Edward -> Mong Kok -> Yau Ma Tei -> Ho Man Tin -> Hung Hom -> East Tsim Sha Tsui -> Austin
Prince Edward,16,22.324433,114.168334,Yau Tsim Mong North,Yau Tsim Mong,Nam Cheong,53,22.326433,114.1537,Sham Shui Po West,Sham Shui Po,19,9.485547524797113,4.9,7,Prince Edward -> Sham Shui Po -> Cheung Sha Wan -> Lai Chi Kok -> Mei Foo -> Lai King -> Nam Cheong
Prince Edward,16,22.324433,114.168334,Yau Tsim Mong North,Yau Tsim Mong,Mei Foo,20,22.338436,114.138433,Sham Shui Po West,Sham Shui Po,9,3.7653064528836175,5.9,5,Prince Edward -> Sham Shui Po -> Cheung Sha Wan -> Lai Chi Kok -> Mei Foo
Prince Edward,16,22.324433,114.168334,Yau Tsim Mong North,Yau Tsim Mong,Tsuen Wan West,114,22.368055,114.10954,Tsuen Wan Northwest,Tsuen Wan,23,8.207122359935713,8.7,6,Prince Edward -> Sham Shui Po -> Cheung Sha Wan -> Lai Chi Kok -> Mei Foo -> Tsuen Wan West
Prince Edward,16,22.324433,114.168334,Yau Tsim Mong North,Yau Tsim Mong,Kam Sheung Road,115,22.434474,114.063342,Yuen Long Rural East,Yuen Long,29,17.119654707115025,18.7,7,Prince Edward -> Sham Shui Po -> Cheung Sha Wan -> Lai Chi Kok -> Mei Foo -> Tsuen Wan West -> Kam Sheung Road
Prince Edward,16,22.324433,114.168334,Yau Tsim Mong North,Yau Tsim Mong,Yuen Long,116,22.446091,114.034873,Yuen Long Town Centre,Yuen Long,32,20.63325049786317,20.7,8,Prince Edward -> Sham Shui Po -> Cheung Sha Wan -> Lai Chi Kok -> Mei Foo -> Tsuen Wan West -> Kam Sheung Road -> Yuen Long
Prince Edward,16,22.324433,114.168334,Yau Tsim Mong North,Yau Tsim Mong,Long Ping,117,22.447692,114.025324,Yuen Long Town Centre,Yuen Long,34,21.69316116348396,20.7,9,Prince Edward -> Sham Shui Po -> Cheung Sha Wan -> Lai Chi Kok -> Mei Foo -> Tsuen Wan West -> Kam Sheung Road -> Yuen Long -> Long Ping
Prince Edward,16,22.324433,114.168334,Yau Tsim Mong North,Yau Tsim Mong,Tin Shui Wai,118,22.447663,114.004011,Tin Shui Wai South and Ping Ha,Yuen Long,37,23.97902858273135,20.7,10,Prince Edward -> Sham Shui Po -> Cheung Sha Wan -> Lai Chi Kok -> Mei Foo -> Tsuen Wan West -> Kam Sheung Road -> Yuen Long -> Long Ping -> Tin Shui Wai
Prince Edward,16,22.324433,114.168334,Yau Tsim Mong North,Yau Tsim Mong,Siu Hong,119,22.411857,113.978954,Tuen Mun North,Tuen Mun,41,28.976058892746245,20.7,11,Prince Edward -> Sham Shui Po -> Cheung Sha Wan -> Lai Chi Kok -> Mei Foo -> Tsuen Wan West -> Kam Sheung Road -> Yuen Long -> Long Ping -> Tin Shui Wai -> Siu Hong
Prince Edward,16,22.324433,114.168334,Yau Tsim Mong North,Yau Tsim Mong,Tuen Mun,120,22.394235,113.97338,Tuen Mun East,Tuen Mun,44,30.91381298211568,20.7,12,Prince Edward -> Sham Shui Po -> Cheung Sha Wan -> Lai Chi Kok -> Mei Foo -> Tsuen Wan West -> Kam Sheung Road -> Yuen Long -> Long Ping -> Tin Shui Wai -> Siu Hong -> Tuen Mun
Prince Edward,16,22.324433,114.168334,Yau Tsim Mong North,Yau Tsim Mong,Tung Chung,43,22.289523,113.941559,Islands,Islands,32,27.1488800154262,18.7,9,Prince Edward -> Sham Shui Po -> Cheung Sha Wan -> Lai Chi Kok -> Mei Foo -> Lai King -> Tsing Yi -> Sunny Bay -> Tung Chung
Prince Edward,16,22.324433,114.168334,Yau Tsim Mong North,Yau Tsim Mong,Lai King,21,22.34819,114.126191,Kwai Chung West,Kwai Tsing,12,5.569389178776856,7.4,6,Prince Edward -> Sham Shui Po -> Cheung Sha Wan -> Lai Chi Kok -> Mei Foo -> Lai King
Prince Edward,16,22.324433,114.168334,Yau Tsim Mong North,Yau Tsim Mong,Olympic,41,22.318359,114.159987,Yau Tsim Mong North,Yau Tsim Mong,21,10.68060637459887,4.9,8,Prince Edward -> Sham Shui Po -> Cheung Sha Wan -> Lai Chi Kok -> Mei Foo -> Lai King -> Nam Cheong -> Olympic
Prince Edward,16,22.324433,114.168334,Yau Tsim Mong North,Yau Tsim Mong,Po Lam,52,22.322602,114.257973,Tseung Kwan O North,Sai Kung,35,16.595579878256267,11.0,16,Prince Edward -> Shek Kip Mei -> Kowloon Tong -> Lok Fu -> Wong Tai Sin -> Diamond Hill -> Choi Hung -> Kowloon Bay -> Ngau Tau Kok -> Kwun Tong -> Lam Tin -> Yau Tong -> Tiu Keng Leng -> Tseung Kwan O -> Hang Hau -> Po Lam
Prince Edward,16,22.324433,114.168334,Yau Tsim Mong North,Yau Tsim Mong,Hang Hau,51,22.315808,114.264497,Tseung Kwan O North,Sai Kung,33,15.5271710722268,11.0,15,Prince Edward -> Shek Kip Mei -> Kowloon Tong -> Lok Fu -> Wong Tai Sin -> Diamond Hill -> Choi Hung -> Kowloon Bay -> Ngau Tau Kok -> Kwun Tong -> Lam Tin -> Yau Tong -> Tiu Keng Leng -> Tseung Kwan O -> Hang Hau
Prince Edward,16,22.324433,114.168334,Yau Tsim Mong North,Yau Tsim Mong,Tseung Kwan O,50,22.307709,114.26013,Tseung Kwan O South,Sai Kung,30,14.321209336494283,11.0,14,Prince Edward -> Shek Kip Mei -> Kowloon Tong -> Lok Fu -> Wong Tai Sin -> Diamond Hill -> Choi Hung -> Kowloon Bay -> Ngau Tau Kok -> Kwun Tong -> Lam Tin -> Yau Tong -> Tiu Keng Leng -> Tseung Kwan O
Prince Edward,16,22.324433,114.168334,Yau Tsim Mong North,Yau Tsim Mong,LOHAS Park,57,22.295251,114.270387,Sai Kung and Hang Hau,Sai Kung,36,14.321209336494283,11.0,15,Prince Edward -> Shek Kip Mei -> Kowloon Tong -> Lok Fu -> Wong Tai Sin -> Diamond Hill -> Choi Hung -> Kowloon Bay -> Ngau Tau Kok -> Kwun Tong -> Lam Tin -> Yau Tong -> Tiu Keng Leng -> Tseung Kwan O -> LOHAS Park
Prince Edward,16,22.324433,114.168334,Yau Tsim Mong North,Yau Tsim Mong,Tsuen Wan,25,22.373621,114.117286,Tsuen Wan Northwest,Tsuen Wan,20,9.566555059714046,9.2,10,Prince Edward -> Sham Shui Po -> Cheung Sha Wan -> Lai Chi Kok -> Mei Foo -> Lai King -> Kwai Fong -> Kwai Hing -> Tai Wo Hau -> Tsuen Wan
Prince Edward,16,22.324433,114.168334,Yau Tsim Mong North,Yau Tsim Mong,Tai Wo Hau,24,22.370972,114.125488,Tsuen Wan Southeast,Tsuen Wan,18,8.734576642075002,9.2,9,Prince Edward -> Sham Shui Po -> Cheung Sha Wan -> Lai Chi Kok -> Mei Foo -> Lai King -> Kwai Fong -> Kwai Hing -> Tai Wo Hau
Prince Edward,16,22.324433,114.168334,Yau Tsim Mong North,Yau Tsim Mong,Kwai Hing,23,22.363243,114.131078,Kwai Chung West,Kwai Tsing,16,7.4475019547146815,9.2,8,Prince Edward -> Sham Shui Po -> Cheung Sha Wan -> Lai Chi Kok -> Mei Foo -> Lai King -> Kwai Fong -> Kwai Hing
Prince Edward,16,22.324433,114.168334,Yau Tsim Mong North,Yau Tsim Mong,Kwai Fong,22,22.356754,114.127468,Kwai Chung East,Kwai Tsing,14,6.6653499696881235,7.4,7,Prince Edward -> Sham Shui Po -> Cheung Sha Wan -> Lai Chi Kok -> Mei Foo -> Lai King -> Kwai Fong
Prince Edward,16,22.324433,114.168334,Yau Tsim Mong North,Yau Tsim Mong,Lai Chi Kok,19,22.337225,114.148362,Sham Shui Po West,Sham Shui Po,7,2.8292837952068934,5.9,4,Prince Edward -> Sham Shui Po -> Cheung Sha Wan -> Lai Chi Kok
Prince Edward,16,22.324433,114.168334,Yau Tsim Mong North,Yau Tsim Mong,Cheung Sha Wan,18,22.335707,114.15709,Sham Shui Po West,Sham Shui Po,5,1.837832986025254,4.9,3,Prince Edward -> Sham Shui Po -> Cheung Sha Wan
Prince Edward,16,22.324433,114.168334,Yau Tsim Mong North,Yau Tsim Mong,Sham Shui Po,17,22.330735,114.162315,Sham Shui Po East,Sham Shui Po,3,0.9945689906924962,4.9,2,Prince Edward -> Sham Shui Po
Prince Edward,16,22.324433,114.168334,Yau Tsim Mong North,Yau Tsim Mong,Jordan,4,22.304651,114.171633,Yau Tsim Mong South,Yau Tsim Mong,7,2.115737111198212,5.9,4,Prince Edward -> Mong Kok -> Yau Ma Tei -> Jordan
Prince Edward,16,22.324433,114.168334,Yau Tsim Mong North,Yau Tsim Mong,Tsim Sha Tsui,3,22.297048,114.173688,Yau Tsim Mong South,Yau Tsim Mong,9,3.0997611494086588,5.9,5,Prince Edward -> Mong Kok -> Yau Ma Tei -> Jordan -> Tsim Sha Tsui
Prince Edward,16,22.324433,114.168334,Yau Tsim Mong North,Yau Tsim Mong,Ocean Park,86,22.248669,114.174556,Southern District Southeast,Southern,22,9.301392975636066,13.2,7,Prince Edward -> Mong Kok -> Yau Ma Tei -> Jordan -> Tsim Sha Tsui -> Admiralty -> Ocean Park
Prince Edward,16,22.324433,114.168334,Yau Tsim Mong North,Yau Tsim Mong,Wong Chuk Hang,87,22.248018,114.167896,Southern District Southeast,Southern,24,9.981924968169142,15.8,8,Prince Edward -> Mong Kok -> Yau Ma Tei -> Jordan -> Tsim Sha Tsui -> Admiralty -> Ocean Park -> Wong Chuk Hang
Prince Edward,16,22.324433,114.168334,Yau Tsim Mong North,Yau Tsim Mong,Lei Tung,88,22.241898,114.156172,Southern District Southeast,Southern,26,11.423979973334632,15.8,9,Prince Edward -> Mong Kok -> Yau Ma Tei -> Jordan -> Tsim Sha Tsui -> Admiralty -> Ocean Park -> Wong Chuk Hang -> Lei Tung
Prince Edward,16,22.324433,114.168334,Yau Tsim Mong North,Yau Tsim Mong,South Horizons,89,22.24275,114.148912,Southern District Southeast,Southern,28,12.315010401923816,15.8,10,Prince Edward -> Mong Kok -> Yau Ma Tei -> Jordan -> Tsim Sha Tsui -> Admiralty -> Ocean Park -> Wong Chuk Hang -> Lei Tung -> South Horizons
Mong Kok,6,22.319336,114.169246,Yau Tsim Mong North,Yau Tsim Mong,AsiaWorld-Expo,56,22.321713,113.942717,Islands,Islands,42,31.839383433051047,65.0,10,Mong Kok -> Prince Edward -> Sham Shui Po -> Cheung Sha Wan -> Lai Chi Kok -> Mei Foo -> Lai King -> Tsing Yi -> Airport -> AsiaWorld-Expo
Mong Kok,6,22.319336,114.169246,Yau Tsim Mong North,Yau Tsim Mong,Airport,47,22.316453,113.936495,Islands,Islands,38,30.702780323358517,65.0,9,Mong Kok -> Prince Edward -> Sham Shui Po -> Cheung Sha Wan -> Lai Chi Kok -> Mei Foo -> Lai King -> Tsing Yi -> Airport
Mong Kok,6,22.319336,114.169246,Yau Tsim Mong North,Yau Tsim Mong,Tsing Yi,46,22.358743,114.107738,Tsing Yi,Kwai Tsing,19,8.36503233643604,9.2,8,Mong Kok -> Prince Edward -> Sham Shui Po -> Cheung Sha Wan -> Lai Chi Kok -> Mei Foo -> Lai King -> Tsing Yi
Mong Kok,6,22.319336,114.169246,Yau Tsim Mong North,Yau Tsim Mong,Kowloon,45,22.304403,114.161569,Yau Tsim Mong South,Yau Tsim Mong,25,12.700790373386976,4.9,10,Mong Kok -> Prince Edward -> Sham Shui Po -> Cheung Sha Wan -> Lai Chi Kok -> Mei Foo -> Lai King -> Nam Cheong -> Olympic -> Kowloon
Mong Kok,6,22.319336,114.169246,Yau Tsim Mong North,Yau Tsim Mong,Hong Kong,44,22.284753,114.158142,Central,Central and Western,22,5.509592206630086,13.2,7,Mong Kok -> Yau Ma Tei -> Jordan -> Tsim Sha Tsui -> Admiralty -> Central -> Hong Kong
Mong Kok,6,22.319336,114.169246,Yau Tsim Mong North,Yau Tsim Mong,Sunny Bay,54,22.331886,114.028907,Tsuen Wan Northwest,Tsuen Wan,27,17.187054709470246,15.9,9,Mong Kok -> Prince Edward -> Sham Shui Po -> Cheung Sha Wan -> Lai Chi Kok -> Mei Foo -> Lai King -> Tsing Yi -> Sunny Bay
Mong Kok,6,22.319336,114.169246,Yau Tsim Mong North,Yau Tsim Mong,Disneyland Resort,55,22.315103,114.044636,Tsuen Wan Northwest,Tsuen Wan,34,20.258895672492994,22.2,10,Mong Kok -> Prince Edward -> Sham Shui Po -> Cheung Sha Wan -> Lai Chi Kok -> Mei Foo -> Lai King -> Tsing Yi -> Sunny Bay -> Disneyland Resort
Mong Kok,6,22.319336,114.169246,Yau Tsim Mong North,Yau Tsim Mong,Lo Wu,76,22.528285,114.113992,Robin’s Nest,North,43,28.181843057861958,45.4,13,Mong Kok -> Prince Edward -> Shek Kip Mei -> Kowloon Tong -> Tai Wai -> Sha Tin -> Fo Tan -> University -> Tai Po Market -> Tai Wo -> Fanling -> Sheung Shui -> Lo Wu
Mong Kok,6,22.319336,114.169246,Yau Tsim Mong North,Yau Tsim Mong,Sheung Shui,75,22.501357,114.12805,Robin’s Nest,North,39,28.181843057861958,13.6,12,Mong Kok -> Prince Edward -> Shek Kip Mei -> Kowloon Tong -> Tai Wai -> Sha Tin -> Fo Tan -> University -> Tai Po Market -> Tai Wo -> Fanling -> Sheung Shui
Mong Kok,6,22.319336,114.169246,Yau Tsim Mong North,Yau Tsim Mong,Fanling,74,22.49195,114.13883,Wu Tip Shan,North,37,26.697222558163872,13.6,11,Mong Kok -> Prince Edward -> Shek Kip Mei -> Kowloon Tong -> Tai Wai -> Sha Tin -> Fo Tan -> University -> Tai Po Market -> Tai Wo -> Fanling
Mong Kok,6,22.319336,114.169246,Yau Tsim Mong North,Yau Tsim Mong,Tai Wo,73,22.451089,114.161591,Tai Po South,Tai Po,32,20.53609090325743,12.8,10,Mong Kok -> Prince Edward -> Shek Kip Mei -> Kowloon Tong -> Tai Wai -> Sha Tin -> Fo Tan -> University -> Tai Po Market -> Tai Wo
Mong Kok,6,22.319336,114.169246,Yau Tsim Mong North,Yau Tsim Mong,Tai Po Market,72,22.444009,114.170195,Tai Po South,Tai Po,30,19.270623736719696,12.8,9,Mong Kok -> Prince Edward -> Shek Kip Mei -> Kowloon Tong -> Tai Wai -> Sha Tin -> Fo Tan -> University -> Tai Po Market
Mong Kok,6,22.319336,114.169246,Yau Tsim Mong North,Yau Tsim Mong,University,71,22.413821,114.209425,Sha Tin West,Sha Tin,24,12.931898118810658,10.8,8,Mong Kok -> Prince Edward -> Shek Kip Mei -> Kowloon Tong -> Tai Wai -> Sha Tin -> Fo Tan -> University
Mong Kok,6,22.319336,114.169246,Yau Tsim Mong North,Yau Tsim Mong,Fo Tan,69,22.395133,114.198069,Sha Tin West,Sha Tin,21,10.35588278732808,10.1,7,Mong Kok -> Prince Edward -> Shek Kip Mei -> Kowloon Tong -> Tai Wai -> Sha Tin -> Fo Tan
Mong Kok,6,22.319336,114.169246,Yau Tsim Mong North,Yau Tsim Mong,Sha Tin,68,22.382212,114.187909,Sha Tin West,Sha Tin,19,8.563831653301197,9.6,6,Mong Kok -> Prince Edward -> Shek Kip Mei -> Kowloon Tong -> Tai Wai -> Sha Tin
Mong Kok,6,22.319336,114.169246,Yau Tsim Mong North,Yau Tsim Mong,Tai Wai,67,22.372862,114.177802,Sha Tin South,Sha Tin,16,7.1301072954627465,9.6,5,Mong Kok -> Prince Edward -> Shek Kip Mei -> Kowloon Tong -> Tai Wai
Mong Kok,6,22.319336,114.169246,Yau Tsim Mong North,Yau Tsim Mong,Kowloon Tong,8,22.336818,114.175469,Sham Shui Po East,Sham Shui Po,7,2.710389754063052,5.9,4,Mong Kok -> Prince Edward -> Shek Kip Mei -> Kowloon Tong
Mong Kok,6,22.319336,114.169246,Yau Tsim Mong North,Yau Tsim Mong,Mong Kok East,65,22.322195,114.171885,Yau Tsim Mong North,Yau Tsim Mong,15,4.509308412626819,4.9,5,Mong Kok -> Prince Edward -> Shek Kip Mei -> Kowloon Tong -> Mong Kok East
Mong Kok,6,22.319336,114.169246,Yau Tsim Mong North,Yau Tsim Mong,Hung Hom,64,22.302517,114.181091,Yau Tsim Mong South,Yau Tsim Mong,11,3.313451028206525,5.9,4,Mong Kok -> Yau Ma Tei -> Ho Man Tin -> Hung Hom
Mong Kok,6,22.319336,114.169246,Yau Tsim Mong North,Yau Tsim Mong,Exhibition Centre,94,22.281667,114.175278,Wan Chai,Wan Chai,17,6.04821622220738,13.2,6,Mong Kok -> Yau Ma Tei -> Jordan -> Tsim Sha Tsui -> Admiralty -> Exhibition Centre
Mong Kok,6,22.319336,114.169246,Yau Tsim Mong North,Yau Tsim Mong,Admiralty,2,22.278752,114.164826,Central,Central and Western,11,4.890173279525177,13.2,5,Mong Kok -> Yau Ma Tei -> Jordan -> Tsim Sha Tsui -> Admiralty
Mong Kok,6,22.319336,114.169246,Yau Tsim Mong North,Yau Tsim Mong,Lok Ma Chau,78,22.515966,114.069736,Yuen Long Rural East,Yuen Long,49,35.55621461700665,45.4,13,Mong Kok -> Prince Edward -> Shek Kip Mei -> Kowloon Tong -> Tai Wai -> Sha Tin -> Fo Tan -> University -> Tai Po Market -> Tai Wo -> Fanling -> Sheung Shui -> Lok Ma Chau
