name,routeId,Fare,NumOfStops,distance,serviceDistricts,isCircular,start,startDistricts,end,endDistricts,detail
810,CMPattern_CM_GMBBus_810_9163,7,16,9.928789525,Sha Tin North > Sha Tin East > Sha Tin West,FALSE,"鞍駿街，近雅典居第4座 On Chun Street, near Villa Athena Block 4",Sha Tin North,"沙田正街，近偉華中心第2座 Sha Tin Centre Street, near Wai Wah Centre Block 2",Sha Tin West,沙田市中心（不經保泰街） Sha Tin Central (omit Po Tai Street)
810,CMPattern_CM_GMBBus_810_9165,7,14,9.738815624,Sha Tin North > Sha Tin East > Sha Tin West,FALSE,"鞍駿街，近雅典居第4座 On Chun Street, near Villa Athena Block 4",Sha Tin North,"沙田正街，近偉華中心第2座 Sha Tin Centre Street, near Wai Wah Centre Block 2",Sha Tin West,沙田市中心（不經保泰街及寧泰路） Sha Tin Central (omit Po Tai Street and Ning Tai Road)
1,CMPattern_CM_GMBBus_1_7499,11.8,15,7.130260133,Central,FALSE,山頂廣場（下層巴士總站） The Peak Galleria (Bus Terminus Under),Central,香港站小巴總站 Hong Kong Station Minibus Terminus,Central,中環香港站公共運輸交滙處 Central (Hong Kong Station Public Transport Interchange)
1,CMPattern_CM_GMBBus_1_7500,11.8,20,8.194579839,Central,FALSE,山頂廣場（下層巴士總站） The Peak Galleria (Bus Terminus Under),Central,香港站小巴總站 Hong Kong Station Minibus Terminus,Central,中環香港站公共運輸交滙處（經文輝道） Central (Hong Kong Station Public Transport Interchange) (via Mansfield Road)
2,CMPattern_CM_GMBBus_2_5920,7.9,25,6.420458456,Sham Shui Po East > Kowloon City North > Kowloon City South,FALSE,"達之路，又一城地面 Tat Chee Avenue, Ground Floor of The Festival Walk",Sham Shui Po East,黃埔花園小巴總站 Whampoa Garden Minibus Terminus,Kowloon City South,紅磡黃埔花園 Hung Hom (Whampoa Garden)
54,CMPattern_CM_GMBBus_54_7727,8.8,23,9.435146177,Central > Western > Southern District Northwest,FALSE,中環（中環碼頭） Central (Central Ferry Piers),Central,"瑪麗醫院 J 座 Queen Mary Hopital, Block J",Southern District Northwest,瑪麗醫院 Queen Mary Hospital
1A,CMPattern_GMBBus1A_1_5859,10.9,19,11.09542025,Sai Kung and Hang Hau > Kwun Tong North > Wong Tai Sin East > Kwun Tong West > Wong Tai Sin East > Wong Tai Sin West > Wong Tai Sin East,FALSE,"西貢公路，白沙灣遊艇會外 Hiram's Highway, outside Hebe Haven Yacht Club",Sai Kung and Hang Hau,鑽石山(彩虹道)公共運輸交匯處 Diamond Hill (Choi Hung Road) Pti,Wong Tai Sin East,彩虹新蒲崗 Choi Hung (San Po Kong)
808,CMPattern_GMBBus808_10120,8.7,18,9.834245663,Sha Tin North > Sha Tin East,FALSE,錦英苑巴士總站 Kam Ying Court Bus Terminus,Sha Tin North,威爾斯親王醫院 Prince of Wales Hospital,Sha Tin East,威爾斯親王醫院 Prince of Wales Hospital
46,CMPattern_CM_GMBBus_46_6003,8.3,25,9.391106654,Yau Tsim Mong North > Kowloon City South > Kowloon City North > Wong Tai Sin West > Wong Tai Sin East > Kwun Tong West,FALSE,大角咀（維港灣）公共運輸交滙處 Tai Kok Tsui (Island Harbourview) Public Transport Interchange,Yau Tsim Mong North,"啟仁街，九龍灣健康中心那打素護養院對面 Kai Tan Street, Opposite Kowloon Bay Centre Ho Miu Ling Nethersole Nursing Home",Kwun Tong West,麗晶花園 Richland Gardens
52,CMPattern_CM_GMBBus_52_6111,10.1,26,11.960013,Southern District Southeast > Southern District Northwest > Southern District Southeast > Southern District Northwest,FALSE,"佳美道，赤柱廣場外 Carmel Road, outside Stanley Plaza",Southern District Southeast,石排灣邨公共運輸交滙處 Shek Pai Wan Estate Public Transport Interchange,Southern District Northwest,香港仔石排灣 Aberdeen (Shek Pai Wan)
810,CMPattern_CM_GMBBus_810_9161,7,19,8.663312029,Sha Tin West > Sha Tin East > Sha Tin North,FALSE,"沙田正街，近偉華中心第2座 Sha Tin Centre Street, near Wai Wah Centre Block 2",Sha Tin West,"鞍駿街，近雅典居第4座 On Chun Street, near Villa Athena Block 4",Sha Tin North,馬鞍山雅典居 Ma On Shan (Villa Athena)
810,CMPattern_CM_GMBBus_810_9166,7,17,8.661336162,Sha Tin West > Sha Tin East > Sha Tin North,FALSE,"沙田正街，近偉華中心第2座 Sha Tin Centre Street, near Wai Wah Centre Block 2",Sha Tin West,"鞍駿街，近雅典居第4座 On Chun Street, near Villa Athena Block 4",Sha Tin North,馬鞍山雅典居（不經瀝源邨及禾輋邨） Ma On Shan (Villa Athena) (via Lek Yuen Estate and Wo Che Estate)
35,CMPattern_CM_GMBBus_35_6336,10.2,26,13.01903115,Yuen Long Town Centre > Tin Shui Wai South and Ping Ha > Yuen Long Rural East > Tin Shui Wai South and Ping Ha,FALSE,"泰豐街，近泰豐樓 Tai Fung Street, near Tai Fung House",Yuen Long Town Centre,沙橋村（尖鼻咀）小巴總站 Sha Kiu Tsuen (Tsim Bei Tsui) Minibus Terminus,Tin Shui Wai South and Ping Ha,沙橋尖鼻咀 Sha Kiu (Tsim Bei Tsui)
56B,CMPattern_CM_GMBBus_56b_5991,11,26,7.775154407,Wan Chai > Tai Pak > Wan Chai > Central,FALSE,天后公共運輸交滙處 Tin Hau Public Transport Interchange,Wan Chai,"羅便臣道，秀麗閣對面 Robinson Road, Opposite Serene Court",Central,半山區羅便臣道 Mid-Levels (Robinson Road)
56K,CMPattern_CM_GMBBus_56k_6201,10.5,19,12.3131252,Robin’s Nest > Wu Tip Shan,FALSE,"鹿頸路，近鹿頸黃屋 Luk Keng Road, near Luk Keng Wong Uk",Robin’s Nest,粉嶺站專綫小巴總站 Public Light Bus (Scheduled) Service Terminus at Fanling Station,Wu Tip Shan,粉嶺站 Fanling Station
101M,CMPattern_GMBBus101M_5855,10.9,18,11.1106881,Sai Kung and Hang Hau > Tseung Kwan O North,FALSE,西貢北（西貢警署） Sai Kung North (Sai Kung Police Station),Sai Kung and Hang Hau,坑口站公共運輸交滙處 Hang Hau Station Public Transport Interchange,Tseung Kwan O North,坑口站 Hang Hau Station
103,CMPattern_CM_GMBBus_103_6104,11.1,22,12.97756577,Sai Kung and Hang Hau > Tseung Kwan O North > Kwun Tong Central,FALSE,清水灣第二灣泳灘 Clear Water Bay Second Beach,Sai Kung and Hang Hau,觀塘碼頭 Kwun Tong Ferry,Kwun Tong Central,觀塘碼頭 Kwun Tong Ferry
101M,CMPattern_GMBBus101M_3550,10.9,17,11.16222245,Tseung Kwan O North > Sai Kung and Hang Hau,FALSE,坑口站公共運輸交滙處 Hang Hau Station Public Transport Interchange,Tseung Kwan O North,惠民路公共小巴總站 Wai Man Road PLB Terminus,Sai Kung and Hang Hau,西貢 Sai Kung
59K,CMPattern_CM_GMBBus_59k_8876,9.9,20,11.76050846,Robin’s Nest,FALSE,上水站小巴總站 Sheung Shui Station Public Light Bus Terminus,Robin’s Nest,蓮麻坑小巴總站 Lin Ma Hang Minibus Terminus,Robin’s Nest,蓮麻坑 Lin Ma Hang
22X,CMPattern_CM_GMBBus_22x_7629,9.2,12,9.512362189,Southern District Northwest > Western > Central,FALSE,"利牧徑，薄扶林花園 Claymore Avenue, Pok Fu Lam Garden",Southern District Northwest,中環（中環碼頭） Central (Central Ferry Piers),Central,中環中環碼頭 Central (Central Ferry Piers)
22X,CMPattern_CM_GMBBus_22x_7630,9.2,16,10.75082218,Southern District Northwest > Western > Central,FALSE,"利牧徑，薄扶林花園 Claymore Avenue, Pok Fu Lam Garden",Southern District Northwest,中環（中環碼頭） Central (Central Ferry Piers),Central,中環中環碼頭（經雅緻洋房） Central (Central Ferry Piers) (via Yat Chee Villas)
31,CMPattern_CM_GMBBus_31_2_8748,5.9,28,8.633063626,Yuen Long Town Centre > Tin Shui Wai South and Ping Ha > Yuen Long Rural East > Tin Shui Wai South and Ping Ha > Yuen Long Town Centre,TRUE,"康景街，近利景樓 Hong King Street, near Lee King Building",Yuen Long Town Centre,"康景街，近利景樓 Hong King Street, near Lee King Building",Yuen Long Town Centre,元朗康景街 - 唐人新村（循環綫） Yuen Long (Hong King Street) - Tong Yan Sun Tsuen (Circular)
46,CMPattern_CM_GMBBus_46_1_6004,8.3,24,10.52356408,Kwun Tong West > Kowloon City North > Kowloon City South > Yau Tsim Mong North,FALSE,"啟仁街，九龍灣健康中心那打素護養院對面 Kai Tan Street, Opposite Kowloon Bay Centre Ho Miu Ling Nethersole Nursing Home",Kwun Tong West,大角咀（維港灣）公共運輸交滙處 Tai Kok Tsui (Island Harbourview) Public Transport Interchange,Yau Tsim Mong North,大角咀奧運站（經大角嘴天主教小學（海帆道）） Tai Kok Tsui (Olympic Station) (via Tai Kok Tsui Catholic Primary School (Hoi Fan Road))
35,CMPattern_CM_GMBBus_35_6338,10.2,26,12.83010804,Tin Shui Wai South and Ping Ha > Yuen Long Town Centre,FALSE,沙橋村（尖鼻咀）小巴總站 Sha Kiu Tsuen (Tsim Bei Tsui) Minibus Terminus,Tin Shui Wai South and Ping Ha,"泰豐街，近泰豐樓 Tai Fung Street, near Tai Fung House",Yuen Long Town Centre,元朗泰豐街 Yuen Long (Tai Fung Street)
56B,CMPattern_CM_GMBBus_56b_1_7776,9.9,13,6.577442597,Wu Tip Shan,FALSE,粉嶺站專綫小巴總站 Public Light Bus (Scheduled) Service Terminus at Fanling Station,Wu Tip Shan,丹竹坑（獅頭嶺村） Tan Chuk Hang (Sze Tau Leng Tsuen),Wu Tip Shan,丹竹坑 Tan Chuk Hang
56A,CMPattern_GMBBus56A_8564,11,26,7.774888648,Wan Chai > Central,FALSE,天后公共運輸交滙處 Tin Hau Public Transport Interchange,Wan Chai,"羅便臣道，秀麗閣對面 Robinson Road, Opposite Serene Court",Central,半山區羅便臣道 Mid-Levels (Robinson Road)
25B,CMPattern_CM_GMBBus_25b_1_8746,7.2,21,11.37649432,Tai Po South > Tai Po North > Tai Po South > Tai Po North > Tai Po South > Tai Po North > Tai Po South,TRUE,大埔墟（寶鄕街大埔社區中心外）總站 Tai Po Market (Po Heung Street outside Tai Po Community Centre) Terminus,Tai Po South,大埔墟（寶鄕街大埔社區中心外）總站 Tai Po Market (Po Heung Street outside Tai Po Community Centre) Terminus,Tai Po South,大埔墟 - 大窩（循環綫） Tai Po Market - Tai Wo (Circular)
68,CMPattern_CM_GMBBus_68_1_8396,6.7,26,12.24211944,Wong Tai Sin East > Kwun Tong West > Kwun Tong Central > Kwun Tong West > Kwun Tong Central > Kwun Tong West > Wong Tai Sin East,TRUE,"豐盛街，近彩雲邨彩雲（一）邨觀日樓 Fung Shing Street, near Koon Yat House, Choi Wan (I) Estate, Choi Wan Estate",Wong Tai Sin East,"豐盛街，近彩雲邨彩雲（一）邨觀日樓 Fung Shing Street, near Koon Yat House, Choi Wan (I) Estate, Choi Wan Estate",Wong Tai Sin East,彩雲邨 - 九龍灣（經臨澤街）（循環綫） Choi Wan Estate - Kowloon Bay (via Lam Chak Street) (Circular)
75,CMPattern_CM_GMBBus_75_2_8177,5.2,26,7.142069455,Sham Shui Po West > Sham Shui Po East > Sham Shui Po West > Sham Shui Po East > Sham Shui Po West,TRUE,"西邨路，近富昌邨富旺樓 Sai Chuen Road, near Fu Wong House, Fu Cheong Estate",Sham Shui Po West,"西邨路，近富昌邨富旺樓 Sai Chuen Road, near Fu Wong House, Fu Cheong Estate",Sham Shui Po West,深水埗富昌邨 - 長沙灣青山道（經大南西街）（循環綫） Sham Shui Po (Fu Cheong Estate) - Cheung Sha Wan (Castle Peak Road) (via Tai Nan West Street) (Circular)
54K,CMPattern_CM_GMBBus_54k_6190,5.6,25,8.160153519,Wu Tip Shan,TRUE,粉嶺站專綫小巴總站 Public Light Bus (Scheduled) Service Terminus at Fanling Station,Wu Tip Shan,粉嶺站專綫小巴總站 Public Light Bus (Scheduled) Service Terminus at Fanling Station,Wu Tip Shan,粉嶺站 - 龍躍頭（循環綫） Fanling Station - Lung Yeuk Tau (Circular)
20,CMPattern_CM_GMBBus_20_7603,7.2,26,9.877880163,Hong Wan > Chai Wan > Hong Wan,TRUE,嘉亨灣小巴總站 Grand Promenade Minibus Terminus,Hong Wan,嘉亨灣小巴總站 Grand Promenade Minibus Terminus,Hong Wan,西灣河嘉亨灣公共交通總站 - 柴灣豐業街（循環綫） Sai Wan Ho (Grand Promenade) Public Transport Terminus - Chai Wan (Fung Yip Street) (Circular)
46,CMPattern_CM_GMBBus_46_6002,8.3,23,9.557051047,Kwun Tong West > Kowloon City North > Kowloon City South > Yau Tsim Mong North,FALSE,"啟仁街，九龍灣健康中心那打素護養院對面 Kai Tan Street, Opposite Kowloon Bay Centre Ho Miu Ling Nethersole Nursing Home",Kwun Tong West,大角咀（維港灣）公共運輸交滙處 Tai Kok Tsui (Island Harbourview) Public Transport Interchange,Yau Tsim Mong North,大角咀奧運站 Tai Kok Tsui (Olympic Station)
69A,CMPattern_CM_GMBBus_69a_6144,8.5,25,11.74100498,Southern District Northwest > Southern District Southeast > Southern District Northwest,TRUE,數碼港公共運輸交匯處 Cyberport Bus Terminus,Southern District Northwest,數碼港公共運輸交匯處 Cyberport Bus Terminus,Southern District Northwest,數碼港 - 香港仔（循環綫） Cyberport - Aberdeen (Circular)
69A,CMPattern_GMBBus69A_1_4372,9.7,16,10.37287671,Kwun Tong Central > Kowloon City North > Kowloon City South > Yau Tsim Mong North,FALSE,麗港城公共運輸交滙處 Laguna City Public Transport Interchange,Kwun Tong Central,"通菜街，旺角警署外 Tung Choi Street, outside Mong Kok Police Station",Yau Tsim Mong North,通菜街 Tung Choi Street
69A,CMPattern_GMBBus69A_1_5885,9.7,15,10.22018714,Kwun Tong Central > Kowloon City North > Kowloon City South > Yau Tsim Mong North,FALSE,麗港城公共運輸交滙處 Laguna City Public Transport Interchange,Kwun Tong Central,"通菜街，旺角警署外 Tung Choi Street, outside Mong Kok Police Station",Yau Tsim Mong North,通菜街（經露明道） Tung Choi Street (via Lomond Road)
2,CMPattern_CM_GMBBus_2_1_7508,7.5,17,8.841668634,Central,TRUE,香港站小巴總站 Hong Kong Station Minibus Terminus,Central,香港站小巴總站 Hong Kong Station Minibus Terminus,Central,中環香港站 - 舊山頂道（經金鐘）（循環綫） Central (Hong Kong Station) - Old Peak Road (via Admiralty) (Circular)
86,CMPattern_CM_GMBBus_86_1_6067,6.4,26,6.731897854,Tsuen Wan Southeast > Kwai Chung East,FALSE,海貴路公共運輸交滙處 Hoi Kwai Road Public Transport Interchange,Tsuen Wan Southeast,"梨貝街巴士站，石籬邨石俊樓外 Lei Pui Street Bus Terminus, outside Shek Chun House, Shek Lei Estate",Kwai Chung East,石籬梨貝街 Shek Lei (Lei Pui Street)
14M,CMPattern_CM_GMBBus_14m_6089,4.7,8,2.361201241,Wan Chai,TRUE,蘭芳道，2號 Lan Fong Road No. 2,Wan Chai,蘭芳道，2號 Lan Fong Road No. 2,Wan Chai,銅鑼灣蘭芳道 - 樂陶苑（循環綫） Causeway Bay (Lan Fong Road) - Villa Lotto (Circular)
25B,CMPattern_CM_GMBBus_25b_1_8745,7.2,20,11.24033083,Tai Po South > Tai Po North > Tai Po South > Tai Po North > Tai Po South > Tai Po North > Tai Po South,TRUE,大埔墟（寶鄕街大埔社區中心外）總站 Tai Po Market (Po Heung Street outside Tai Po Community Centre) Terminus,Tai Po South,大埔墟（寶鄕街大埔社區中心外）總站 Tai Po Market (Po Heung Street outside Tai Po Community Centre) Terminus,Tai Po South,大埔墟 - 元嶺（循環綫） Tai Po Market - Yuen Leng (Circular)
8,CMPattern_GMBBus8_4359,8,22,6.493584812,Yau Tsim Mong South > Kowloon City South,FALSE,"漢口道，漢口中心外 Hankow Road, outside Hankow Centre",Yau Tsim Mong South,何文田（常和街）總站 Ho Man Tin Estate (Sheung Lok Street),Kowloon City South,何文田邨 Ho Man Tin Estate
8,CMPattern_GMBBus8_6381,8,19,6.810628747,Yau Tsim Mong South > Kowloon City South,FALSE,"漢口道，漢口中心外 Hankow Road, outside Hankow Centre",Yau Tsim Mong South,何文田（常和街）總站 Ho Man Tin Estate (Sheung Lok Street),Kowloon City South,何文田邨（經紅磡繞道） Ho Man Tin Estate (via Hung Hom Bypass)
56A,CMPattern_GMBBus56A_4152,11,22,6.661168894,Central > Wan Chai,FALSE,"羅便臣道，秀麗閣對面 Robinson Road, Opposite Serene Court",Central,天后公共運輸交滙處 Tin Hau Public Transport Interchange,Wan Chai,天后站 Tin Hau Station
401,CMPattern_CM_GMBBus_401_7497,8.2,18,7.963042028,Kwai Chung East > Kwai Chung West > Tsuen Wan Southeast > Tsing Yi,FALSE,"石蔭路，近石蔭路第三休憩花園 Shek Yam Road, near Shek Yam Road Rest Garden No. 3",Kwai Chung East,青衣碼頭總站 Tsing Yi Ferry Pier Terminus,Tsing Yi,青衣碼頭 Tsing Yi Ferry Pier
51B,CMPattern_CM_GMBBus_51b_5980,8.6,13,8.465415866,Robin’s Nest,FALSE,馬草壟路近信義新村 Ma Tso Lung Road near Shun Yee Sun Tsuen,Robin’s Nest,上水站小巴總站 Sheung Shui Station Public Light Bus Terminus,Robin’s Nest,上水站 Sheung Shui Station
16,CMPattern_CM_GMBBus_16_1_8630,10.4,25,11.89596164,Sai Kung and Hang Hau > Tseung Kwan O North,FALSE,"布袋澳村路，近清水灣鄉村俱樂部 Po Toi O Chuen Road, near The Clearwater Bay Golf and Country Club",Sai Kung and Hang Hau,寶琳公共運輸交滙處 Po Lam Station Public Transport Interchange,Tseung Kwan O North,寶林 Po Lam
83A,CMPattern_CM_GMBBus_83a_2_8990,6.4,21,5.670336589,Tsuen Wan Southeast > Kwai Chung East,FALSE,"川龍街，近海天豪苑協和廣場 Chuen Lung Street, near Concord Square, The Blue Yard",Tsuen Wan Southeast,"安捷街，近安蔭邨嘉蔭樓 On Chit Street, near Kar Yam House, On Yam Estate",Kwai Chung East,安蔭邨安捷街（經國瑞路） On Yam Estate (On Chit Street) (via Kwok Shui Road)
51K,CMPattern_CM_GMBBus_51k_1_5984,7.7,26,12.73177332,Robin’s Nest,TRUE,上水站小巴總站 Sheung Shui Station Public Light Bus Terminus,Robin’s Nest,上水站小巴總站 Sheung Shui Station Public Light Bus Terminus,Robin’s Nest,上水站 - 羅湖懲教所（循環綫） Sheung Shui Station - Lo Wu Correctional Institution (Circular)
28M,CMPattern_CM_GMBBus_28m_6172,8.5,19,9.910215153,Southern District Northwest > Western > Central > Southern District Northwest,TRUE,"上碧瑤灣24座外 Baguio Villa (Upper), outside Block 24",Southern District Northwest,"上碧瑤灣24座外 Baguio Villa (Upper), outside Block 24",Southern District Northwest,碧瑤灣上 - 香港大學站（循環綫） Baguio Villa (Upper) - HKU Station (Circular)
13,CMPattern_CM_GMBBus_13_1_7591,4.6,26,5.057102913,Western > Central > Western,TRUE,"加惠民道，近西環邨西苑臺 Ka Wai Man Road, near West Terrace, Sai Wan Estate",Western,"加惠民道，近西環邨西苑臺 Ka Wai Man Road, near West Terrace, Sai Wan Estate",Western,西環邨 - 西營盤（循環綫） Sai Wan Estate - Sai Ying Pun (Circular)
27M,CMPattern_CM_GMBBus_27m_7993,8.8,15,3.872631584,Yau Tsim Mong North > Kowloon City South > Kowloon City North,FALSE,"快富街，友誠大廈外 Fife Street, outside Yau Shing Building",Yau Tsim Mong North,"美善同道，落山道 Maidstone Road, Lok Shan Road",Kowloon City North,樂民新村美善同道 Lok Man Sun Chuen (Maidstone Road)
16,CMPattern_CM_GMBBus_16_1_8629,10.4,26,12.26280266,Tseung Kwan O North > Sai Kung and Hang Hau > Tseung Kwan O North > Sai Kung and Hang Hau,FALSE,寶琳公共運輸交滙處 Po Lam Station Public Transport Interchange,Tseung Kwan O North,"布袋澳村路，近清水灣鄉村俱樂部 Po Toi O Chuen Road, near The Clearwater Bay Golf and Country Club",Sai Kung and Hang Hau,布袋澳 Po Toi O
