name,routeId,Fare,NumOfStops,distance,serviceDistricts,isCircular,start,startDistricts,end,endDistricts,detail
5M,CMPattern_CM_GMBBus_5m_1_7850,5.3,13,3.439675342,Kowloon City South > Yau Tsim Mong North > Kowloon City South,TRUE,"學餘里，近樂園 Hok Yu Lane, near Happy Court",Kowloon City South,"學餘里，近樂園 Hok Yu Lane, near Happy Court",Kowloon City South,窩打老道山學餘里 - 旺角站（循環綫） Waterloo Hill (Hok Yu Lane) - Mong Kok Station (Circular)
32,CMPattern_CM_GMBBus_32_1_8750,6.4,17,5.971870997,Yuen Long Town Centre > Tin Shui Wai South and Ping Ha > Yuen Long Rural East > Tin Shui Wai South and Ping Ha > Yuen Long Rural East,FALSE,元朗站（北）公共運輸交滙處 Yuen Long Station (North) Public Transport Interchange,Yuen Long Town Centre,"丹桂村路，近玉桂園第1座 Tan Kwai Tsuen Road, near Osmanthus Gardens Block 1",Yuen Long Rural East,丹桂村 Tan Kwai Tsuen
47M,CMPattern_CM_GMBBus_47m_1_7586,4.2,21,5.159321883,Chai Wan,TRUE,柴灣站巴士總站 Chai Wan Station Bus Terminus,Chai Wan,柴灣站巴士總站 Chai Wan Station Bus Terminus,Chai Wan,柴灣站 - 小西灣第三期（循環綫） Chai Wan Station - Siu Sai Wan Phase III (Circular)
25A,CMPattern_CM_GMBBus_25a_1_8741,6.7,12,4.349978114,Tai Po South,FALSE,太和廣場 Tai Wo Plaza,Tai Po South,南華莆遊樂場 Nam Wah Po Playground,Tai Po South,南華莆 Nam Wa Po
15,CMPattern_CM_GMBBus_15_1_8617,5.2,13,5.813384047,Sai Kung and Hang Hau > Tseung Kwan O North > Sai Kung and Hang Hau > Tseung Kwan O North,FALSE,康盛花園小巴總站 Hong Sing Garden Minibus Terminus,Sai Kung and Hang Hau,"寶寧路，近將軍澳醫院 Po Ning Road, near Tseung Kwan O Hospital",Tseung Kwan O North,坑口 Hang Hau
91A,CMPattern_CM_GMBBus_91a_6409,6.2,22,5.264547781,Kwai Chung East > Kwai Chung West > Kwai Chung East > Kwai Chung West,FALSE,"興寧路，近新都會廣場 Hing Ning Road, near Metroplaza",Kwai Chung East,"荔崗街，浩景臺3座對面 Lai Kong Street, Opposite Block 3, Highland Park",Kwai Chung West,荔崗街 Lai Kong Street
103,CMPattern_CM_GMBBus_103_6105,11.1,24,14.00842429,Kwun Tong Central > Tseung Kwan O North > Sai Kung and Hang Hau > Tseung Kwan O North > Sai Kung and Hang Hau,FALSE,觀塘碼頭 Kwun Tong Ferry,Kwun Tong Central,清水灣第二灣泳灘 Clear Water Bay Second Beach,Sai Kung and Hang Hau,清水灣（經敬業街） Clear Water Bay (via King Yip Street)
103,CMPattern_CM_GMBBus_103_6106,11.1,19,13.07649883,Kwun Tong Central > Tseung Kwan O North > Sai Kung and Hang Hau > Tseung Kwan O North > Sai Kung and Hang Hau,FALSE,觀塘碼頭 Kwun Tong Ferry,Kwun Tong Central,清水灣第二灣泳灘 Clear Water Bay Second Beach,Sai Kung and Hang Hau,清水灣 Clear Water Bay
44A,CMPattern_CM_GMBBus_44a_7871,4.2,8,6.114137304,Sham Shui Po West,TRUE,長沙灣廣場小巴總站 Cheung Sha Wan Minibus Terminus,Sham Shui Po West,長沙灣廣場小巴總站 Cheung Sha Wan Minibus Terminus,Sham Shui Po West,長沙灣廣場 - 海盈邨（循環綫） Cheung Sha Wan Plaza - Hoi Ying Estate (Circular)
71A,CMPattern_CM_GMBBus_71a_6417,7,11,6.103524734,Yuen Long Rural East,FALSE,錦上路站公共運輸交滙處 Kam Sheung Road Station Public Transport Interchange,Yuen Long Rural East,長莆村 Cheung Po Tsuen,Yuen Long Rural East,長莆村 Cheung Po Tsuen
39,CMPattern_CM_GMBBus_39_8757,7.2,18,4.519544159,Yuen Long Town Centre > Yuen Long Rural East,FALSE,元朗（鳳翔路）總站 Yuen Long (Fung Cheung Road) Bus Terminus,Yuen Long Town Centre,"公庵路，近培康居 Kung Um Road, near Pui Hong Kui",Yuen Long Rural East,公庵 Kung Um
60K,CMPattern_CM_GMBBus_60k_6132,6.1,15,4.445067771,Sha Tin West,FALSE,沙田站公共運輸交滙處 Shatin Station Public Transport Interchange,Sha Tin West,桂地新村停車場 Kwai Tei San Chuen Car Park,Sha Tin West,火炭平房區 Fo Tan Cottage Area
20K,CMPattern_CM_GMBBus_20k_8673,7.2,20,7.866947108,Tai Po South > Tai Po North,FALSE,大埔墟站專綫小巴總站 Tai Po Market Station Minibus Terminus,Tai Po South,"三門仔路，暉曜花園對面 Sam Mun Tsai Road, Opposite Springdale Garden",Tai Po North,三門仔 Sam Mun Tsai
20K,CMPattern_CM_GMBBus_20k_8676,7.2,11,6.469346562,Tai Po South > Tai Po North,FALSE,大埔墟站專綫小巴總站 Tai Po Market Station Minibus Terminus,Tai Po South,"三門仔路，暉曜花園對面 Sam Mun Tsai Road, Opposite Springdale Garden",Tai Po North,三門仔（經完善路） Sam Mun Tsai (via Yuen Shin Road)
20K,CMPattern_CM_GMBBus_20k_8678,7.2,22,8.76172582,Tai Po South > Tai Po North,FALSE,大埔墟站專綫小巴總站 Tai Po Market Station Minibus Terminus,Tai Po South,"三門仔路，暉曜花園對面 Sam Mun Tsai Road, Opposite Springdale Garden",Tai Po North,三門仔（經沙欄路） Sam Mun Tsai (via Sha Lan Road)
20K,CMPattern_CM_GMBBus_20k_8679,7.2,17,8.028828464,Tai Po South > Tai Po North,FALSE,大埔墟站專綫小巴總站 Tai Po Market Station Minibus Terminus,Tai Po South,聯益漁村 Luen Yick Fishermen Village,Tai Po North,聯益新村 Luen Yick New Village
32,CMPattern_CM_GMBBus_32_7670,5.6,21,4.2853006,Hong Wan > Tai Pak > Hong Wan,FALSE,"康盛街，近康怡花園俱樂部 Hong Shing Street, near Kornhill Recreation Club",Hong Wan,"望隆街，近峻峰花園 D 座 Mong Lung Street, near Perfect Mount Gardens Block D",Hong Wan,筲箕灣站 Shau Kei Wan Station
16,CMPattern_CM_GMBBus_16_1_8631,6.3,17,6.831022785,Tseung Kwan O North > Sai Kung and Hang Hau,FALSE,"重華路，東港城第6座對面 Chung Wa Road, Opposite Block 6, East Point City",Tseung Kwan O North,大坳門 Tai Au Mun,Sai Kung and Hang Hau,大坳門 Tai Au Mun
25A,CMPattern_CM_GMBBus_25a_1_8743,6.7,19,6.083741525,Tai Po South > Tai Po North > Tai Po South,FALSE,泰亨鄉公所 Tai Hang Village Office,Tai Po South,大埔墟（靖遠街）總站 Tai Po Market (Tsing Yuen Street) Terminus,Tai Po South,大埔墟 Tai Po Market
9,CMPattern_CM_GMBBus_9_1_8573,8.4,6,5.841567679,Sai Kung and Hang Hau,FALSE,大網仔 Tai Mong Tsai,Sai Kung and Hang Hau,"福民路小巴總站，經華樓外 Fuk Man Road Public Light Bus Terminus, outside King Wah Building",Sai Kung and Hang Hau,西貢 Sai Kung
32,CMPattern_CM_GMBBus_32_7671,5.6,19,3.964405657,Hong Wan,FALSE,"望隆街，近峻峰花園 D 座 Mong Lung Street, near Perfect Mount Gardens Block D",Hong Wan,"康盛街，近康怡花園俱樂部 Hong Shing Street, near Kornhill Recreation Club",Hong Wan,康山 Kornhill
403P,CMPattern_CM_GMBBus_403p_6187,12.3,24,22.22222979,Kwai Chung East > Tsuen Wan Southeast > Sha Tin West > Tsuen Wan Southeast > Kwai Chung East,TRUE,"梨貝街巴士站，石籬邨石俊樓外 Lei Pui Street Bus Terminus, outside Shek Chun House, Shek Lei Estate",Kwai Chung East,"梨貝街巴士站，石籬邨石俊樓外 Lei Pui Street Bus Terminus, outside Shek Chun House, Shek Lei Estate",Kwai Chung East,石籬梨貝街 - 沙田担杆莆街（循環綫） Shek Lei (Lei Pui Street) - Sha Tin (Tam Kon Po Street) (Circular)
60K,CMPattern_CM_GMBBus_60k_6133,6.1,10,4.201194926,Sha Tin West,FALSE,桂地新村停車場 Kwai Tei San Chuen Car Park,Sha Tin West,沙田站公共運輸交滙處 Shatin Station Public Transport Interchange,Sha Tin West,沙田站 Sha Tin Station
28,CMPattern_GMBBus28_1332,11.5,26,11.9288646,Wan Chai > Central > Western > Central > Southern District Northwest,FALSE,"新會道，近京城大廈 Sun Wui Road, near Capital Building",Wan Chai,"上碧瑤灣24座外 Baguio Villa (Upper), outside Block 24",Southern District Northwest,碧瑤灣上 Baguio Villa (Upper)
56,CMPattern_CM_GMBBus_56_1_8201,6.4,11,3.471543368,Kwun Tong West > Kwun Tong Central,FALSE,麗晶花園小巴總站 Richland Gardens Minibus Terminus,Kwun Tong West,"崇仁街，南華大樓外 Shung Yan Street, outside Nam Wah Mansion",Kwun Tong Central,崇仁街 Shung Yan Street
56,CMPattern_CM_GMBBus_56_1_8202,6.4,12,3.51037134,Kwun Tong Central > Kwun Tong West,FALSE,"崇仁街，南華大樓外 Shung Yan Street, outside Nam Wah Mansion",Kwun Tong Central,麗晶花園小巴總站 Richland Gardens Minibus Terminus,Kwun Tong West,麗晶花園 Richland Gardens
25A,CMPattern_CM_GMBBus_25a_1_8740,6.7,9,3.865879305,Tai Po South,FALSE,南華莆遊樂場 Nam Wah Po Playground,Tai Po South,"太和邨太和廣場西翼 Tai Wo Plaza West Wing, Tai Wo Estate",Tai Po South,太和站 Tai Wo Station
71A,CMPattern_CM_GMBBus_71a_6413,7,11,6.122866018,Yuen Long Rural East,FALSE,長莆村 Cheung Po Tsuen,Yuen Long Rural East,錦上路站公共運輸交滙處 Kam Sheung Road Station Public Transport Interchange,Yuen Long Rural East,錦上路站公共運輸交滙處 Kam Sheung Road Station Public Transport Interchange
2,CMPattern_CM_GMBBus_2_2_8481,5.9,7,5.485932576,Sai Kung and Hang Hau,FALSE,"宜春街，西貢街市對面 Yi Chun Street, Opposite Sai Kung Market",Sai Kung and Hang Hau,"蠔涌路，蠔涌外 Ho Chung Road, outside Ho Chung",Sai Kung and Hang Hau,蠔涌 Ho Chung
59,CMPattern_CM_GMBBus_59_1_8205,4.5,22,3.865577617,Kwun Tong Central,TRUE,"翠屏南邨翠松樓外 Tsui Ping (South) Estate, outside Tsui Chung House",Kwun Tong Central,"翠屏南邨翠松樓外 Tsui Ping (South) Estate, outside Tsui Chung House",Kwun Tong Central,翠屏南邨 - 協和街（經佳廉道）（循環綫） Tsui Ping Estate South - Hip Wo Street (via Kai Lim Road) (Circular)
16,CMPattern_CM_GMBBus_16_1_8632,6.3,15,6.065876903,Sai Kung and Hang Hau > Tseung Kwan O North,FALSE,大坳門 Tai Au Mun,Sai Kung and Hang Hau,"重華路，東港城第6座對面 Chung Wa Road, Opposite Block 6, East Point City",Tseung Kwan O North,坑口重華路 Hang Hau (Chung Wa Road)
88F,CMPattern_CM_GMBBus_88f_9015,4,10,3.729172895,Tsing Yi,FALSE,藍澄灣第三座 Rambler Crest Tower 3,Tsing Yi,青衣站小巴總站 Tsing Yi Station GMB Terminus,Tsing Yi,青衣站 Tsing Yi Station
57K,CMPattern_CM_GMBBus_57k_8858,8.5,9,5.358690973,Robin’s Nest,FALSE,長瀝村 Cheung Lek Village,Robin’s Nest,上水站小巴總站 Sheung Shui Station Public Light Bus Terminus,Robin’s Nest,上水站 Sheung Shui Station
88F,CMPattern_CM_GMBBus_88f_9014,4,10,4.391235097,Tsing Yi,FALSE,青衣站小巴總站 Tsing Yi Station GMB Terminus,Tsing Yi,藍澄灣第三座 Rambler Crest Tower 3,Tsing Yi,藍澄灣 Rambler Crest
102,CMPattern_CM_GMBBus_102_9064,10.8,8,6.31173446,Kwun Tong Central > Tseung Kwan O North > Sai Kung and Hang Hau > Tseung Kwan O North,FALSE,牛頭角站 Ngau Tau Kok Station,Kwun Tong Central,坑口站公共運輸交滙處 Hang Hau Station Public Transport Interchange,Tseung Kwan O North,坑口站 Hang Hau Station
60K,CMPattern_CM_GMBBus_60k_6135,8.4,13,5.253518775,Sha Tin West,FALSE,沙田站公共運輸交滙處 Shatin Station Public Transport Interchange,Sha Tin West,黃竹洋村 Wong Chuk Yeung Village,Sha Tin West,黃竹洋村 Wong Chuk Yeung Village
812A,CMPattern_CM_GMBBus_812a_10174,4.1,5,1.511960645,Sha Tin South > Sha Tin East,FALSE,博泉徑 Pok Chuen Path,Sha Tin South,"逸泰街，沙田圍站外 Yat Tai Street, outside Sha Tin Wai Station",Sha Tin East,沙田圍站 Sha Tin Wai Station
54M,CMPattern_CM_GMBBus_54m_7729,6.6,7,4.34183172,Southern District Northwest > Western,FALSE,"瑪麗醫院 J 座 Queen Mary Hopital, Block J",Southern District Northwest,堅尼地城站 Kennedy Town Station,Western,堅尼地城站 Kennedy Town Station
27,CMPattern_GMBBus27_5866,8.6,7,6.548449186,Sha Tin West,FALSE,"沙田中，排頭街，沙田站外 Pai Tau Street, outside Sha Tin Station",Sha Tin West,香港科學園（第3期） Hong Kong Science Park (Phase 3),Sha Tin West,香港科學園第3期 Hong Kong Science Park (Phase 3)
5M,CMPattern_CM_GMBBus_5m_1_7851,5.3,10,2.565378633,Kowloon City South > Yau Tsim Mong North > Kowloon City South,TRUE,"學餘里，近樂園 Hok Yu Lane, near Happy Court",Kowloon City South,"學餘里，近樂園 Hok Yu Lane, near Happy Court",Kowloon City South,窩打老道山學餘里 - 旺角站（經花園街）（循環綫） Waterloo Hill (Hok Yu Lane) - Mong Kok Station (via Fa Yuen Street) (Circular)
33,CMPattern_CM_GMBBus_33_7676,5.6,17,3.791268851,Tai Pak > Hong Wan,FALSE,"馬寶道，華禮大廈外 Marble Road, outside Wah Lai Mansion",Tai Pak,"康盛街，近康怡花園俱樂部 Hong Shing Street, near Kornhill Recreation Club",Hong Wan,康山 Kornhill
57K,CMPattern_CM_GMBBus_57k_8857,8.5,9,5.113619882,Robin’s Nest,FALSE,上水站小巴總站 Sheung Shui Station Public Light Bus Terminus,Robin’s Nest,長瀝村 Cheung Lek Village,Robin’s Nest,唐公嶺 Tong Kung Leng
94A,CMPattern_CM_GMBBus_94a_9044,7.2,15,4.590901654,Tsuen Wan Southeast > Kwai Chung East > Kwai Chung West,FALSE,梨木樹邨公共運輸交滙處 Lei Muk Shue Estate Public Transport Interchange,Tsuen Wan Southeast,"葵盛圍，近香港專業教育學院（葵涌） Kwai Shing Circuit, near Hong Kong Institute of Vocational Education (Kwai Chung)",Kwai Chung West,葵盛 Kwai Shing
13,CMPattern_CM_GMBBus_13_2_7763,6.8,14,8.326561463,Kwun Tong Central > Kwun Tong North > Sai Kung and Hang Hau > Tseung Kwan O South > Sai Kung and Hang Hau,FALSE,裕民坊公共運輸交滙處 Yue Man Square Public Transport Interchange,Kwun Tong Central,康盛花園小巴總站 Hong Sing Garden Minibus Terminus,Sai Kung and Hang Hau,康盛花園 Hong Sing Garden
12,CMPattern_CM_GMBBus_12_1_7860,6.2,10,3.221303927,Yau Tsim Mong North > Sham Shui Po East,FALSE,旺角東站 Mong Kok East Station,Yau Tsim Mong North,白田邨小巴總站 Pak Tin Estate Minibus Terminus,Sham Shui Po East,白田 Pak Tin
12B,CMPattern_CM_GMBBus_12b_7867,5,6,2.009989177,Yau Tsim Mong North,FALSE,"福利街，近港灣豪庭第七座 Fuk Lee Street, near Metro Harbour View Block 7",Yau Tsim Mong North,旺角東站 Mong Kok East Station,Yau Tsim Mong North,旺角東站 Mong Kok East Station
47S,CMPattern_CM_GMBBus_47s_7700,4.2,14,4.329629472,Chai Wan,TRUE,柴灣站巴士總站 Chai Wan Station Bus Terminus,Chai Wan,柴灣站巴士總站 Chai Wan Station Bus Terminus,Chai Wan,柴灣站 - 富欣花園（循環綫） Chai Wan Station - Harmony Garden (Circular)
60K,CMPattern_CM_GMBBus_60k_6134,8.4,10,4.987211412,Sha Tin West,FALSE,黃竹洋村 Wong Chuk Yeung Village,Sha Tin West,沙田站公共運輸交滙處 Shatin Station Public Transport Interchange,Sha Tin West,沙田站 Sha Tin Station
12,CMPattern_CM_GMBBus_12_1_7859,6.2,10,3.911489964,Sham Shui Po East > Kowloon City South > Yau Tsim Mong North,FALSE,白田邨小巴總站 Pak Tin Estate Minibus Terminus,Sham Shui Po East,旺角東站 Mong Kok East Station,Yau Tsim Mong North,旺角東站 Mong Kok East Station
27,CMPattern_GMBBus27_4030,8.6,6,5.997940441,Sha Tin West,FALSE,科技大道西1號外（總站） near 1 Science Park West Avenue,Sha Tin West,"沙田中，排頭街，沙田站外 Pai Tau Street, outside Sha Tin Station",Sha Tin West,沙田排頭街 Sha Tin (Pai Tau Street)
27,CMPattern_GMBBus27_5867,8.6,7,6.401594872,Sha Tin West,FALSE,香港科學園（第3期） Hong Kong Science Park (Phase 3),Sha Tin West,"沙田中，排頭街，沙田站外 Pai Tau Street, outside Sha Tin Station",Sha Tin West,沙田排頭街 Sha Tin (Pai Tau Street)
2,CMPattern_CM_GMBBus_2_2_8482,5.9,7,5.039253436,Sai Kung and Hang Hau,FALSE,"蠔涌路，蠔涌外 Ho Chung Road, outside Ho Chung",Sai Kung and Hang Hau,"宜春街，西貢街市對面 Yi Chun Street, Opposite Sai Kung Market",Sai Kung and Hang Hau,西貢 Sai Kung
56B,CMPattern_CM_GMBBus_56b_1_7777,9.9,16,7.52544707,Wu Tip Shan,FALSE,丹竹坑（獅頭嶺村） Tan Chuk Hang (Sze Tau Leng Tsuen),Wu Tip Shan,粉嶺站專綫小巴總站 Public Light Bus (Scheduled) Service Terminus at Fanling Station,Wu Tip Shan,粉嶺站 Fanling Station
4M,CMPattern_CM_GMBBus_4m_5618,4.9,14,3.955477923,Southern District Southeast > Southern District Northwest > Southern District Southeast > Southern District Northwest,FALSE,黃竹坑站 Wong Chuk Hang Station,Southern District Southeast,石排灣邨公共運輸交滙處 Shek Pai Wan Estate Public Transport Interchange,Southern District Northwest,香港仔石排灣 Aberdeen (Shek Pai Wan)
621,CMPattern_CM_GMBBus_621_6040,6.1,9,3.852250776,Tin Shui Wai South and Ping Ha > Yuen Long Rural East,FALSE,天水圍醫院 Tin Shui Wai Hospital,Tin Shui Wai South and Ping Ha,"洪元路，洪福邨外 Hung Yuen Road, outside Hung Fuk Estate",Yuen Long Rural East,洪水橋洪元路 Hung Shui Kiu (Hung Yuen Road)
9,CMPattern_CM_GMBBus_9_7590,8.1,13,3.581578162,Central,FALSE,"寶雲道，近 Bo Kwong Apartments Bowen Road, near Bo Kwong Apartments",Central,"美利道，美利道多層停車場大廈外 Murry Road, outside Murray Road Multi-Story Car Park",Central,美利道 Murray Road
58,CMPattern_GMBBus58_5880,7.5,11,3.687345234,Southern District Northwest > Western,FALSE,"沙灣徑，麥理浩復康院 Sha Wan Drive, Maclehose Medical Rehabilitation Centre",Southern District Northwest,堅尼地城站 Kennedy Town Station,Western,堅尼地城站 Kennedy Town Station
17M,CMPattern_GMBBus17M_2347,5.9,9,4.699611502,Yau Tsim Mong North > Kowloon City South > Kowloon City North > Yau Tsim Mong North,TRUE,"西洋菜南街，長寧大廈外 Sai Yeung Choi Street South, outside Cheung Ling Mansion",Yau Tsim Mong North,"西洋菜南街，長寧大廈外 Sai Yeung Choi Street South, outside Cheung Ling Mansion",Yau Tsim Mong North,九龍醫院 - 太子站（循環綫） Kowloon Hospital - Prince Edward Station (Circular)
27,CMPattern_GMBBus27_4031,8.6,8,7.144540182,Sha Tin West,FALSE,"沙田中，排頭街，沙田站外 Pai Tau Street, outside Sha Tin Station",Sha Tin West,科技大道西1號外（總站） near 1 Science Park West Avenue,Sha Tin West,香港科學園 Hong Kong Science Park
88,CMPattern_CM_GMBBus_88_1_8648,5.7,9,4.562493506,Tsing Yi > Kwai Chung West > Kwai Chung East,FALSE,青衣邨小巴總站 Tsing Yi Estate Minibus Terminus,Tsing Yi,新葵芳花園 New Kwai Fong Gardens,Kwai Chung East,葵芳站 Kwai Fong Station
88,CMPattern_CM_GMBBus_88_1_8649,5.7,7,4.112788663,Tsing Yi > Kwai Chung West > Kwai Chung East,FALSE,青衣邨小巴總站 Tsing Yi Estate Minibus Terminus,Tsing Yi,新葵芳花園 New Kwai Fong Gardens,Kwai Chung East,葵芳站（經葵福路） Kwai Fong Station (via Kwai Fuk Road)
39,CMPattern_CM_GMBBus_39_8759,7.2,16,6.090967652,Yuen Long Town Centre > Yuen Long Rural East,FALSE,元朗站（北）公共運輸交滙處 Yuen Long Station (North) Public Transport Interchange,Yuen Long Town Centre,"公庵路，近培康居 Kung Um Road, near Pui Hong Kui",Yuen Long Rural East,公庵路 Kung Um Road
63A,CMPattern_CM_GMBBus_63a_8900,3.9,9,2.805158942,Sha Tin West > Sha Tin South > Sha Tin West,TRUE,美松苑小巴總站 Mei Chung Court Minibus Terminus,Sha Tin West,美松苑小巴總站 Mei Chung Court Minibus Terminus,Sha Tin West,美松苑 - 大圍站村南道（循環綫） Mei Chung Court - Tai Wai Station (Tsuen Nam Road) (Circular)
89B,CMPattern_CM_GMBBus_89b_1_7460,5.8,6,2.455495101,Kwai Chung West,FALSE,"石頭街，近大窩口邨富泰樓 Shek Tau Street, near Fu Tai House, Tai Wo Hau Estate",Kwai Chung West,"葵盛圍，近葵盛游泳池香港 ISSF 氣槍射擊中心 Kwai Shing Circuit, near Hong Kong ISSF Air Gun Shooting Centre, Kwai Shing Swimming Pool",Kwai Chung West,葵盛圍下段 Kwai Shing Circuit (Lower Section)
89B,CMPattern_CM_GMBBus_89b_1_7461,5.8,14,3.909427504,Kwai Chung West,FALSE,"石頭街，近大窩口邨富泰樓 Shek Tau Street, near Fu Tai House, Tai Wo Hau Estate",Kwai Chung West,"葵盛圍，近葵盛游泳池香港 ISSF 氣槍射擊中心 Kwai Shing Circuit, near Hong Kong ISSF Air Gun Shooting Centre, Kwai Shing Swimming Pool",Kwai Chung West,葵盛圍下段（經禾塘咀街） Kwai Shing Circuit (Lower Section) (via Wo Tong Tsui Street)
23S,CMPattern_CM_GMBBus_23s_1_8730,6.2,10,3.917672354,Tai Po South,FALSE,打鐵屻通路 Ta Tit Yan,Tai Po South,"運頭街，運頭坊 Wan Tau Street, Wan Tau Square",Tai Po South,大埔墟 Tai Po Market
28S,CMPattern_CM_GMBBus_28s_1_7645,11.5,26,10.6284439,Southern District Northwest > Western > Central > Western > Central > Wan Chai,FALSE,"上碧瑤灣24座外 Baguio Villa (Upper), outside Block 24",Southern District Northwest,"新會道，近京城大廈 Sun Wui Road, near Capital Building",Wan Chai,銅鑼灣新會道 Causeway Bay (Sun Wui Road)
25A,CMPattern_CM_GMBBus_25a_1_8739,6.7,7,3.543009595,Tai Po South,FALSE,太和廣場 Tai Wo Plaza,Tai Po South,泰亨鄉公所 Tai Hang Village Office,Tai Po South,泰亨 Tai Hang
98,CMPattern_CM_GMBBus_98_5959,5.5,18,6.077483731,Tsuen Wan Southeast > Kwai Chung West > Tsuen Wan Southeast,TRUE,"河背街，天佑學校外 Ho Pui Street, outside Mary of Providence School",Tsuen Wan Southeast,"河背街，天佑學校外 Ho Pui Street, outside Mary of Providence School",Tsuen Wan Southeast,荃灣河背街 - 高盛臺（循環綫） Tsuen Wan (Ho Pui Street) - High Prosperity Terrace (Circular)
23S,CMPattern_CM_GMBBus_23s_1_8729,6.2,9,3.007987067,Tai Po South,FALSE,"運頭街，運頭坊 Wan Tau Street, Wan Tau Square",Tai Po South,打鐵屻通路 Ta Tit Yan,Tai Po South,打鐵屻通路 Ta Tit Yan
25A,CMPattern_CM_GMBBus_25a_6246,6.9,27,4.816930761,Kowloon City North > Wong Tai Sin West,FALSE,九龍塘沙福道公共交通交滙處 Kowloon Tong Suffolk Road Public Transport Interchange,Kowloon City North,"東隆道，近東頭（二）邨街市及熟食檔 Tung Lung Road, near Tung Tau (II) Estate Market & Cooked Food Stalls",Wong Tai Sin West,東頭邨東隆道 Tung Tau Estate (Tung Lung Road)
63,CMPattern_CM_GMBBus_63_7773,5.4,19,9.059686296,Kwun Tong Southeast > Kwun Tong Central > Kwun Tong Southeast,TRUE,廣田邨小巴總站 Kwong Tin Estate Minibus Terminus,Kwun Tong Southeast,廣田邨小巴總站 Kwong Tin Estate Minibus Terminus,Kwun Tong Southeast,藍田廣田邨 - 觀塘裕民坊（循環綫） Lam Tin (Kwong Tin Estate) - Kwun Tong (Yue Man Square) (Circular)
47M,CMPattern_CM_GMBBus_47m_6006,5.9,26,8.224801116,Kwai Chung East > Kwai Chung West > Kwai Chung East,TRUE,"華景山路，華景商場外 Wah King Hill Road, outside Wonderland Villas Commercial Complex",Kwai Chung East,"華景山路，華景商場外 Wah King Hill Road, outside Wonderland Villas Commercial Complex",Kwai Chung East,華景山莊 - 荔景站（循環綫） Wonderland Villas - Lai King Station (Circular)
403P,CMPattern_CM_GMBBus_403p_6189,12.3,19,20.48427707,Kwai Chung East > Tsuen Wan Southeast > Sha Tin West > Tsuen Wan Southeast > Kwai Chung East,TRUE,"和宜合道，近打磚坪街 Wo Yi Hop Road, near Tai Chuen Ping Street",Kwai Chung East,"和宜合道，近打磚坪街 Wo Yi Hop Road, near Tai Chuen Ping Street",Kwai Chung East,雍雅軒 - 沙田担杆莆街（循環綫） The Apex - Sha Tin (Tam Kon Po Street) (Circular)
81,CMPattern_CM_GMBBus_81_7780,6.2,9,3.793346025,Tsuen Wan Southeast,FALSE,"兆和街，近永安樓 Shiu Wo Street, near Wing On House",Tsuen Wan Southeast,"老圍路，近圓玄學院 Lo Wai Road, near The Yuen Yuen Institute",Tsuen Wan Southeast,老圍 Lo Wai
33,CMPattern_CM_GMBBus_33_7675,5.6,14,3.438294641,Hong Wan > Tai Pak,FALSE,"康盛街，近康怡花園俱樂部 Hong Shing Street, near Kornhill Recreation Club",Hong Wan,"馬寶道，華禮大廈外 Marble Road, outside Wah Lai Mansion",Tai Pak,北角馬寶道 North Point (Marble Road)
52,CMPattern_CM_GMBBus_52_1_8162,6.6,9,2.631746316,Wong Tai Sin West > Wong Tai Sin East,FALSE,"康強街，安強大樓外 Hong Keung Street, outside On Keung Building",Wong Tai Sin West,"銀竹里，近竹園南邨秀園樓 Ngan Chuk Lane, near Sau Yuen House, Chuk Yuen (South) Estate",Wong Tai Sin East,竹園邨 Chuk Yuen Estate
47M,CMPattern_CM_GMBBus_47m_1_7587,4.2,13,4.423649042,Chai Wan,TRUE,柴灣站巴士總站 Chai Wan Station Bus Terminus,Chai Wan,柴灣站巴士總站 Chai Wan Station Bus Terminus,Chai Wan,柴灣站 - 柴灣曉翠街（循環綫） Chai Wan Station - Chai Wan (Hiu Tsui Street) (Circular)
55K,CMPattern_CM_GMBBus_55k_1_6195,11.5,9,2.720215521,Wu Tip Shan > Robin’s Nest,FALSE,和滿街小巴總站 Wo Mun Street Public Light Bus Terminus,Wu Tip Shan,上水站小巴總站 Sheung Shui Station Public Light Bus Terminus,Robin’s Nest,上水站 Sheung Shui Station
71A,CMPattern_CM_GMBBus_71a_1_8432,4.9,6,5.911620268,Kwun Tong North > Kwun Tong Central > Kwun Tong North,TRUE,"寶達邨達祥樓 Tat Cheung House, Po Tat Estate",Kwun Tong North,"寶達邨達祥樓 Tat Cheung House, Po Tat Estate",Kwun Tong North,寶達邨 - 藍田站（循環綫） Po Tat Estate - Lam Tin Station (Circular)
12B,CMPattern_CM_GMBBus_12b_7866,5,10,2.52282336,Yau Tsim Mong North,FALSE,旺角東站 Mong Kok East Station,Yau Tsim Mong North,"福利街，近港灣豪庭第七座 Fuk Lee Street, near Metro Harbour View Block 7",Yau Tsim Mong North,港灣豪庭 Metro Harbour View
8,CMPattern_GMBBus8_4360,8,21,6.697165706,Kowloon City South > Yau Tsim Mong South,FALSE,何文田（常和街）總站 Ho Man Tin Estate (Sheung Lok Street),Kowloon City South,"漢口道，漢口中心外 Hankow Road, outside Hankow Centre",Yau Tsim Mong South,尖沙咀漢口道 Tsim Sha Tsui (Hankow Road)
